N=100,N=1000,N=10000,N=50000,N=100000
0.000107527,7.46E-05,0.000103712,0.000116587,0.000121117
8.25E-05,7.46E-05,9.30E-05,0.000160694,0.000120401
9.01E-05,7.27E-05,9.25E-05,0.000136614,0.000121832
8.44E-05,7.39E-05,9.08E-05,9.54E-05,0.000122309
7.58E-05,0.000105381,9.92E-05,9.63E-05,0.000120163
0.000120401,7.37E-05,8.99E-05,0.000110388,0.000157356
9.92E-05,7.44E-05,0.000110865,0.000106096,0.000123024
7.15E-05,7.25E-05,0.000110149,0.000103235,0.000122786
0.000148535,7.22E-05,9.18E-05,9.61E-05,0.000128508
0.000122547,0.000115633,8.96E-05,9.80E-05,0.000124931
0.000114679,9.27E-05,8.87E-05,0.000140667,0.000128508
0.000104666,7.92E-05,0.000120163,0.000146627,0.000144005
7.99E-05,7.63E-05,9.01E-05,9.73E-05,0.000133038
7.41E-05,7.49E-05,8.92E-05,0.000102758,0.000130415
0.000110865,9.66E-05,8.89E-05,0.000104427,0.000128746
0.000104189,7.89E-05,8.96E-05,9.89E-05,0.000128984
7.22E-05,7.51E-05,9.08E-05,9.66E-05,0.000128984
8.63E-05,7.72E-05,0.000112772,0.000118017,0.000166655
8.13E-05,7.58E-05,0.00010252,0.00010252,0.000137091
7.82E-05,7.39E-05,9.25E-05,0.000131369,0.000136614
0.000237703,7.49E-05,0.000106335,0.000140667,0.000135422
0.000109911,7.56E-05,0.000104189,0.000109673,0.000134945
8.37E-05,7.65E-05,9.08E-05,0.000103712,0.00014782
8.49E-05,7.53E-05,9.08E-05,0.000118017,0.000131607
7.30E-05,7.34E-05,0.000106573,0.000103474,0.00013566
7.15E-05,7.37E-05,0.000108242,0.000102758,0.000138283
7.25E-05,7.49E-05,9.08E-05,9.99E-05,0.000125885
7.25E-05,7.32E-05,8.92E-05,9.97E-05,0.000123739
7.15E-05,7.58E-05,0.000107527,0.000100851,0.000134706
7.03E-05,7.44E-05,0.000108242,0.000100613,0.000123978
7.01E-05,9.68E-05,8.77E-05,0.000165701,0.000122309
0.000116348,8.20E-05,8.85E-05,0.00011301,0.000124216
0.000125885,7.65E-05,0.000256062,0.000102997,0.000123262
9.94E-05,7.51E-05,0.000102997,0.000101566,0.00012207
8.46E-05,7.49E-05,9.37E-05,0.00012207,0.000119686
7.63E-05,7.39E-05,0.000118017,0.000249624,0.000119686
7.39E-05,7.61E-05,9.68E-05,0.000102043,0.000119448
7.25E-05,7.61E-05,9.11E-05,9.94E-05,0.000119448
0.000108004,7.34E-05,9.04E-05,0.00020504,0.000157118
7.39E-05,7.37E-05,9.13E-05,0.000203133,0.00012517
0.000101805,7.37E-05,0.000124454,9.80E-05,0.000136614
7.82E-05,7.51E-05,9.70E-05,0.000126839,0.0001266
7.20E-05,7.41E-05,9.20E-05,0.000124931,0.000121832
7.30E-05,7.63E-05,0.000128031,9.75E-05,0.000122309
7.37E-05,7.41E-05,9.04E-05,9.68E-05,0.000121117
7.20E-05,7.32E-05,0.000106573,9.75E-05,0.000121117
7.13E-05,7.32E-05,0.000105619,9.70E-05,0.000120163
7.15E-05,7.30E-05,8.96E-05,0.000316858,0.000121355
7.18E-05,7.46E-05,9.04E-05,0.000226259,0.000120163
7.08E-05,7.08E-05,0.000141144,0.000103235,0.000156164
7.06E-05,7.22E-05,0.000103951,0.000100136,0.00012064
7.01E-05,7.34E-05,0.000102282,9.75E-05,0.000157595
7.10E-05,7.27E-05,8.99E-05,0.000170946,0.00012064
7.03E-05,7.34E-05,0.000105858,9.89E-05,0.000118732
6.99E-05,7.41E-05,0.000105381,9.89E-05,0.000123262
9.47E-05,9.89E-05,9.27E-05,0.000222206,0.000137329
7.89E-05,8.08E-05,0.000106812,0.000123501,0.000125647
7.39E-05,7.56E-05,0.000105619,9.99E-05,0.000123262
7.27E-05,7.51E-05,9.01E-05,9.89E-05,0.000122547
7.08E-05,7.44E-05,9.08E-05,9.92E-05,0.000121593
7.20E-05,7.72E-05,0.000110626,9.97E-05,0.000156879
7.13E-05,7.63E-05,0.000117302,9.92E-05,0.00012064
7.20E-05,7.72E-05,8.89E-05,0.000197649,0.000166178
7.01E-05,7.70E-05,0.000101328,0.00014782,0.000133753
7.15E-05,7.46E-05,0.000123501,0.000101328,0.000123262
7.13E-05,7.53E-05,9.27E-05,9.99E-05,0.000122547
7.08E-05,7.63E-05,9.08E-05,0.000202656,0.000120878
7.08E-05,7.89E-05,9.11E-05,9.87E-05,0.000162601
6.94E-05,7.44E-05,9.06E-05,9.89E-05,0.00012207
7.01E-05,7.30E-05,9.16E-05,0.000202656,0.000160933
7.03E-05,7.10E-05,0.000119925,0.000101089,0.000127077
9.99E-05,7.39E-05,9.01E-05,0.000101805,0.000123501
8.23E-05,7.51E-05,0.000140429,0.000103235,0.000177383
7.61E-05,7.22E-05,0.000103712,0.000202656,0.000121355
7.18E-05,7.44E-05,0.000109196,0.000102043,0.000120878
7.10E-05,7.49E-05,9.13E-05,0.000100136,0.000156641
7.06E-05,0.000104189,8.92E-05,9.97E-05,0.000121593
9.66E-05,9.42E-05,8.85E-05,0.000209808,0.000156403
7.94E-05,8.80E-05,0.000118494,0.000119209,0.000119925
7.39E-05,0.000105381,0.000109911,0.000104189,0.000298262
7.15E-05,8.08E-05,9.13E-05,0.000126839,0.000121117
7.03E-05,9.47E-05,9.04E-05,0.000180483,0.000119209
6.99E-05,9.13E-05,8.92E-05,0.000132322,0.000142813
7.20E-05,7.77E-05,9.16E-05,0.000109911,0.000128031
7.06E-05,7.53E-05,8.80E-05,9.85E-05,0.000124693
7.06E-05,7.56E-05,0.00010848,0.000120163,0.000136852
8.13E-05,7.37E-05,9.18E-05,0.000108957,0.000128984
7.13E-05,7.32E-05,8.99E-05,0.000117064,0.000129461
0.000103474,7.56E-05,0.000111103,0.000106096,0.000164509
7.68E-05,7.34E-05,0.000108242,0.000112057,0.000138044
7.27E-05,7.34E-05,0.000108004,0.000108242,0.000120878
7.18E-05,8.34E-05,0.000121593,0.00010705,0.000120878
6.99E-05,8.13E-05,0.000100136,0.000109911,0.000119686
7.13E-05,7.49E-05,9.30E-05,0.000147581,0.000148296
0.000115633,7.51E-05,0.000117064,0.000100613,0.000148296
0.000108719,7.34E-05,9.13E-05,9.75E-05,0.000127077
0.000107288,7.30E-05,9.08E-05,0.000108242,0.000158548
0.000101566,0.000113249,8.82E-05,0.000107527,0.00013113
7.01E-05,0.000101566,8.92E-05,0.000113726,0.000123501
6.84E-05,0.000108004,8.89E-05,0.000108719,0.00012064
8.85E-05,9.92E-05,0.00018549,9.85E-05,0.000148773
9.99E-05,0.000107765,9.06E-05,9.80E-05,0.000121832
8.70E-05,8.20E-05,0.000138998,0.000128269,0.000121355
0.000112057,7.80E-05,8.99E-05,9.68E-05,0.000122547
8.23E-05,7.61E-05,8.96E-05,9.68E-05,0.000157595
7.34E-05,7.49E-05,9.08E-05,9.61E-05,0.000120878
7.18E-05,7.44E-05,0.000122309,0.00013876,0.000121832
7.10E-05,7.53E-05,8.82E-05,9.61E-05,0.00012064
7.10E-05,7.46E-05,8.87E-05,9.70E-05,0.000121355
7.18E-05,7.44E-05,8.94E-05,9.70E-05,0.000121117
7.22E-05,7.32E-05,0.000108957,0.000127077,0.000121593
7.08E-05,7.30E-05,9.37E-05,0.000136375,0.000142813
0.000114918,7.39E-05,0.000133276,9.94E-05,0.000128269
7.99E-05,7.46E-05,9.11E-05,0.000129223,0.000123501
8.75E-05,7.39E-05,0.000110388,9.70E-05,0.000123024
8.42E-05,7.49E-05,0.000107527,9.73E-05,0.000156403
7.32E-05,7.37E-05,0.000183582,9.56E-05,0.00012207
9.01E-05,7.27E-05,9.06E-05,0.000128508,0.000120878
7.49E-05,7.49E-05,0.000123739,9.75E-05,0.00012064
7.18E-05,7.44E-05,9.70E-05,0.000126839,0.00012207
7.10E-05,7.32E-05,0.000179768,9.63E-05,0.000120163
7.13E-05,7.49E-05,9.27E-05,0.000129223,0.000154495
0.000107527,7.32E-05,9.18E-05,0.000130177,0.000120163
0.000105381,7.25E-05,8.96E-05,9.49E-05,0.000119686
0.000102997,7.53E-05,0.000100851,0.000133753,0.000119209
0.000102758,7.44E-05,0.000114441,0.000359058,0.00017786
0.000110388,0.000100136,0.000105619,0.000154734,0.000137329
0.000103474,7.99E-05,0.000107527,0.000149012,0.000125408
7.82E-05,7.70E-05,0.000187159,0.000151396,0.000122786
9.04E-05,7.46E-05,9.32E-05,0.000199556,0.000123501
8.58E-05,0.000117064,0.000139713,0.000145912,0.000158787
7.53E-05,0.00010705,8.92E-05,0.000141621,0.000123978
7.25E-05,9.80E-05,8.96E-05,0.000142097,0.000156879
7.06E-05,0.000101805,9.08E-05,0.000109673,0.000134468
7.13E-05,0.000101089,8.99E-05,0.000142574,0.000121117
7.15E-05,0.000100851,8.92E-05,0.000169277,0.000158072
7.39E-05,0.000104904,9.06E-05,0.000119209,0.000119448
7.22E-05,9.01E-05,9.11E-05,0.000114441,0.000119925
0.000103712,7.72E-05,8.92E-05,0.000111103,0.000141382
7.10E-05,7.68E-05,8.96E-05,0.000106812,0.000121832
7.18E-05,7.61E-05,9.06E-05,0.000108957,0.000143528
7.37E-05,7.37E-05,8.96E-05,0.000111103,0.000126839
9.13E-05,7.49E-05,8.94E-05,0.000110626,0.000182152
8.15E-05,7.49E-05,8.96E-05,0.000108957,0.000122309
7.63E-05,7.27E-05,8.85E-05,0.00010848,0.000121117
9.39E-05,7.39E-05,8.85E-05,0.000111341,0.000154257
8.61E-05,7.39E-05,0.000109911,0.000107527,0.00012064
8.68E-05,0.000204325,9.44E-05,0.000107765,0.000121117
0.000102282,9.18E-05,9.16E-05,0.00010705,0.000120163
7.92E-05,7.72E-05,9.01E-05,0.000120163,0.000157356
7.27E-05,7.63E-05,9.08E-05,0.000107527,0.00012064
7.22E-05,7.92E-05,8.96E-05,0.000106812,0.000163555
7.53E-05,0.000105143,0.000110149,0.000139475,0.000119925
7.27E-05,0.000111818,9.06E-05,0.000110149,0.000157118
7.10E-05,9.92E-05,8.85E-05,0.000213861,0.00014472
7.15E-05,0.00010848,8.82E-05,0.000190735,0.000126839
7.20E-05,9.89E-05,9.13E-05,0.000111818,0.00012207
7.68E-05,0.000101328,8.77E-05,0.00010252,0.000122786
7.15E-05,0.000101566,8.80E-05,0.000134945,0.000119925
7.15E-05,0.000101566,8.94E-05,0.000132799,0.00012207
7.10E-05,0.000108242,9.11E-05,9.66E-05,0.000120878
7.20E-05,0.000115156,9.32E-05,0.000137091,0.00012064
7.30E-05,0.000108719,0.000112772,9.66E-05,0.000153542
7.10E-05,9.92E-05,0.000105381,9.70E-05,0.000121593
7.92E-05,0.000108957,8.96E-05,9.63E-05,0.000120878
0.000145912,0.000101328,9.18E-05,9.68E-05,0.00014472
0.000122309,9.13E-05,0.000110388,9.58E-05,0.000129223
8.27E-05,7.84E-05,0.000109673,0.000100136,0.000140905
0.0001297,7.63E-05,9.16E-05,0.000120163,0.000165701
9.42E-05,7.49E-05,9.11E-05,0.000102282,0.000136375
0.000112772,7.46E-05,9.18E-05,0.000144958,0.00012517
7.08E-05,7.49E-05,8.87E-05,0.000114202,0.000123739
7.20E-05,7.56E-05,0.000105858,0.000101328,0.000121832
7.10E-05,7.46E-05,8.85E-05,9.94E-05,0.00013423
8.46E-05,7.41E-05,8.94E-05,9.75E-05,0.000158787
7.27E-05,7.30E-05,0.000108242,0.000108957,0.000122547
9.30E-05,9.58E-05,0.000109911,9.75E-05,0.000156641
9.73E-05,8.51E-05,9.16E-05,0.000103951,0.000120163
7.63E-05,7.89E-05,9.01E-05,9.73E-05,0.000156879
0.000102282,7.56E-05,0.000107765,0.000118971,0.000120878
7.65E-05,7.75E-05,0.00010705,0.000133991,0.00016284
9.54E-05,7.44E-05,9.68E-05,0.000113487,0.000120401
0.000107288,7.39E-05,9.11E-05,0.000101566,0.000158787
8.99E-05,7.53E-05,0.000101566,9.85E-05,0.000137091
7.63E-05,7.53E-05,9.44E-05,0.000157356,0.000125885
7.32E-05,7.51E-05,0.000123262,0.00011301,0.000161409
7.20E-05,9.08E-05,0.000110149,0.00013566,0.000123262
9.80E-05,8.63E-05,9.20E-05,0.000131607,0.00012207
0.000105381,7.84E-05,8.99E-05,9.82E-05,0.000155449
0.000109911,7.58E-05,0.000108004,0.000132561,0.000135422
0.000109911,7.37E-05,0.000106335,9.75E-05,0.000129461
7.94E-05,7.27E-05,8.96E-05,0.000130653,0.000130415
9.08E-05,9.35E-05,9.04E-05,9.63E-05,0.000123739
0.00011301,7.58E-05,0.00011158,0.000126123,0.000123739
7.41E-05,7.61E-05,0.000115395,9.56E-05,0.000191689
7.18E-05,7.46E-05,9.06E-05,0.000132561,0.000130892
7.22E-05,7.96E-05,8.89E-05,9.70E-05,0.000139952
7.22E-05,7.44E-05,0.000106812,9.68E-05,0.000133991
8.92E-05,7.51E-05,0.000106573,0.000133276,0.000124931
0.000115633,7.34E-05,0.000102282,9.56E-05,0.000124693
0.000103951,7.44E-05,8.89E-05,0.00013113,0.000136137
0.000118017,7.37E-05,9.06E-05,0.000157833,0.000123978
0.000115156,8.39E-05,0.00012064,0.000104904,0.000124693
7.39E-05,7.82E-05,0.000107527,0.000143766,0.000124216
7.30E-05,7.53E-05,0.000105381,0.000123978,0.000122309
7.25E-05,7.46E-05,9.61E-05,9.78E-05,0.000123024
7.41E-05,7.53E-05,9.23E-05,9.92E-05,0.00012207
9.08E-05,9.87E-05,9.06E-05,9.61E-05,0.000120401
9.18E-05,8.49E-05,8.85E-05,9.54E-05,0.000174761
0.000114679,7.92E-05,9.06E-05,9.58E-05,0.000121832
0.000101566,7.41E-05,9.04E-05,9.68E-05,0.000123262
0.000107765,7.34E-05,8.89E-05,9.54E-05,0.000146151
7.27E-05,7.39E-05,9.18E-05,9.66E-05,0.000130892
9.63E-05,7.41E-05,0.00012517,9.63E-05,0.00016427
7.75E-05,7.27E-05,8.89E-05,0.000149727,0.00012517
7.46E-05,7.61E-05,8.94E-05,0.000132084,0.00012517
7.32E-05,7.27E-05,8.85E-05,9.73E-05,0.00012517
7.15E-05,7.30E-05,0.000118256,0.000126362,0.000126123
7.18E-05,7.51E-05,0.000109434,0.000154734,0.000122547
6.94E-05,7.41E-05,9.04E-05,0.000103712,0.000126123
7.01E-05,7.37E-05,8.87E-05,9.92E-05,0.000123978
7.06E-05,7.56E-05,0.000108004,0.00014472,0.000127792
7.22E-05,7.39E-05,0.000108957,0.000103951,0.000125408
7.03E-05,7.41E-05,0.000118494,9.80E-05,0.000125408
7.08E-05,7.41E-05,0.000112772,9.68E-05,0.000123262
7.06E-05,7.49E-05,9.08E-05,9.80E-05,0.000124216
7.01E-05,7.46E-05,9.01E-05,0.000129938,0.000148535
9.32E-05,7.58E-05,0.000112534,0.000103712,0.000128508
0.000106812,7.46E-05,0.000109434,0.000100851,0.000172853
0.000105381,7.39E-05,9.04E-05,9.78E-05,0.000179291
9.92E-05,7.41E-05,8.92E-05,9.70E-05,0.000145674
0.00011301,7.39E-05,0.000114202,9.51E-05,0.000141621
0.000100851,9.97E-05,9.30E-05,9.63E-05,0.000161171
7.89E-05,8.11E-05,9.01E-05,0.000131845,0.000189543
7.30E-05,7.46E-05,8.87E-05,9.51E-05,0.000145197
0.000109196,7.41E-05,8.99E-05,9.47E-05,0.000144243
8.89E-05,7.63E-05,0.000114679,0.000163078,0.000137091
0.000108957,8.99E-05,0.000107288,9.92E-05,0.000136375
7.39E-05,7.34E-05,0.000111341,9.73E-05,0.000127554
7.13E-05,7.49E-05,8.96E-05,0.000133038,0.000129223
7.22E-05,7.37E-05,9.01E-05,9.58E-05,0.000126123
0.000104904,7.46E-05,9.04E-05,0.000140667,0.00012517
7.15E-05,7.44E-05,0.00011754,9.56E-05,0.000127316
7.13E-05,7.51E-05,0.000108242,0.000127792,0.0001266
9.73E-05,7.49E-05,0.000104189,9.47E-05,0.000135899
0.000114202,7.56E-05,9.04E-05,0.0001266,0.000150919
8.08E-05,7.32E-05,8.87E-05,9.51E-05,0.000143051
0.000154495,7.34E-05,0.000109673,0.000137329,0.000292778
0.000118494,7.51E-05,0.000109196,9.54E-05,0.000236988
0.000102282,7.32E-05,9.04E-05,0.000127077,0.000160694
7.96E-05,7.22E-05,8.80E-05,9.54E-05,0.000142813
7.44E-05,7.10E-05,9.01E-05,0.000132799,0.00013876
7.18E-05,7.30E-05,8.77E-05,0.00011754,0.000134468
0.000105619,9.39E-05,8.80E-05,0.000104189,0.000131607
8.37E-05,0.00010252,0.000114918,0.000106573,0.000144005
7.56E-05,8.08E-05,0.000104189,9.58E-05,0.000134468
9.99E-05,7.56E-05,0.000103712,0.000148058,0.00022459
8.23E-05,7.84E-05,9.13E-05,9.61E-05,0.000152111
7.49E-05,0.000105143,0.000100136,9.56E-05,0.000137091
7.30E-05,0.00010848,0.000120401,9.42E-05,0.000134945
7.10E-05,9.94E-05,0.000133038,0.000119209,0.000131607
0.000107765,0.00010848,0.00012064,0.000100374,0.000130653
7.39E-05,9.85E-05,0.000169754,0.000133276,0.000135422
0.000128746,7.49E-05,0.000137568,9.73E-05,0.000134468
0.000106573,7.44E-05,0.000122786,0.000128031,0.0001297
9.23E-05,7.46E-05,0.000109673,9.58E-05,0.00013113
7.72E-05,8.92E-05,0.000130653,0.000230789,0.00013423
7.37E-05,7.41E-05,0.000127077,0.000156879,0.000147104
0.000112295,7.22E-05,0.000157118,0.00014019,0.000169277
9.08E-05,7.46E-05,0.00016284,0.000167847,0.000132322
7.63E-05,0.00010848,0.000109673,0.000144243,0.00013113
0.000103474,0.00010705,9.63E-05,0.000126839,0.0001297
7.63E-05,0.000101566,9.70E-05,0.000128746,0.000129223
7.30E-05,0.000101805,0.000110865,9.66E-05,0.000129223
8.44E-05,0.00010252,0.00010848,0.000127316,0.000134706
8.92E-05,8.15E-05,0.000269651,9.51E-05,0.000129223
7.49E-05,7.84E-05,0.000163794,0.000207424,0.00013423
0.000109434,7.61E-05,0.000142097,9.56E-05,0.000173807
7.01E-05,7.46E-05,0.000193596,0.000147343,0.000126839
0.000109911,7.32E-05,0.000119448,9.66E-05,0.000125885
0.000105381,7.27E-05,0.00013566,9.61E-05,0.000162601
9.08E-05,7.25E-05,0.00013876,9.68E-05,0.000126123
7.77E-05,7.56E-05,0.000132799,9.56E-05,0.000139475
7.27E-05,7.39E-05,0.000133276,9.58E-05,0.000128984
7.25E-05,7.37E-05,0.00012517,0.000233173,0.00013566
7.13E-05,7.34E-05,0.000126362,0.000100851,0.000162601
0.000106573,7.41E-05,0.000141382,0.000145197,0.000128031
0.000113487,7.39E-05,0.000109673,0.000130177,0.000162601
0.000130653,7.39E-05,0.000124693,9.56E-05,0.000127077
0.000116825,7.30E-05,0.000125408,0.000130892,0.000128031
0.000119686,7.37E-05,0.000123978,0.000130653,0.000125885
9.75E-05,7.30E-05,0.000103235,9.51E-05,0.000131369
9.27E-05,7.30E-05,9.70E-05,0.000127077,0.000164986
8.32E-05,7.39E-05,9.61E-05,9.61E-05,0.000122547
7.30E-05,7.39E-05,9.70E-05,0.000110626,0.000122547
7.22E-05,7.32E-05,9.58E-05,0.000135183,0.000124216
0.000104427,7.39E-05,9.78E-05,9.73E-05,0.000143051
9.35E-05,7.30E-05,9.68E-05,0.000214338,0.000127316
0.000112295,7.25E-05,9.70E-05,0.000103951,0.000124216
9.11E-05,9.37E-05,9.58E-05,0.000111818,0.000124931
9.44E-05,8.06E-05,9.44E-05,9.87E-05,0.000123501
7.77E-05,9.82E-05,9.49E-05,9.68E-05,0.00012517
7.37E-05,0.000128984,9.39E-05,9.61E-05,0.000134945
9.06E-05,7.80E-05,9.37E-05,9.49E-05,0.000126362
9.97E-05,7.58E-05,0.000120163,0.000134706,0.000163555
7.96E-05,7.58E-05,0.000104189,0.000130892,0.000124216
8.80E-05,7.41E-05,9.92E-05,9.51E-05,0.000124216
9.70E-05,7.32E-05,9.73E-05,0.000128031,0.000127316
0.000104427,7.15E-05,9.63E-05,9.44E-05,0.000136852
8.46E-05,7.18E-05,9.56E-05,0.000216007,0.000133276
8.94E-05,7.37E-05,9.66E-05,9.51E-05,0.000165701
7.56E-05,0.000106335,9.47E-05,0.000143766,0.00013876
0.000106812,0.000104666,9.47E-05,9.51E-05,0.000132322
7.22E-05,8.56E-05,9.63E-05,9.58E-05,0.000131369
0.00010848,8.94E-05,9.70E-05,9.47E-05,0.000150681
9.16E-05,7.56E-05,9.44E-05,0.000105858,0.000139236
9.13E-05,7.61E-05,9.56E-05,0.000218868,0.000131607
8.54E-05,7.53E-05,9.58E-05,9.78E-05,0.000137806
7.41E-05,7.32E-05,9.61E-05,0.000147104,0.00013423
7.25E-05,0.000101566,9.51E-05,9.80E-05,0.00013423
0.000117302,0.000117064,9.44E-05,9.61E-05,0.000130653
0.000106573,0.000103474,9.54E-05,9.66E-05,0.000130653
7.89E-05,0.000101805,9.44E-05,9.58E-05,0.0001297
7.01E-05,0.000102282,0.000112534,9.47E-05,0.000129461
6.96E-05,7.39E-05,0.000114441,9.44E-05,0.000160217
0.000107288,7.34E-05,9.97E-05,0.000138521,0.000137329
8.89E-05,9.44E-05,9.82E-05,0.000127792,0.000131845
9.11E-05,7.49E-05,0.000109911,0.000130415,0.000129938
8.06E-05,7.44E-05,0.000110626,9.47E-05,0.000129461
7.44E-05,7.32E-05,9.87E-05,0.000213385,0.000128508
8.27E-05,7.37E-05,9.78E-05,0.000117779,0.000129223
0.000124216,7.32E-05,9.54E-05,0.000122547,0.000135422
0.000103235,7.49E-05,9.32E-05,0.000214577,0.000133753
0.000252962,7.37E-05,9.70E-05,9.78E-05,0.000128508
0.00022006,7.27E-05,9.61E-05,9.66E-05,0.000133991
0.000178576,7.25E-05,9.44E-05,9.61E-05,0.000128984
9.08E-05,7.39E-05,9.37E-05,9.66E-05,0.000135183
7.77E-05,7.44E-05,9.68E-05,9.68E-05,0.000128984
8.13E-05,0.000237226,9.56E-05,9.63E-05,0.000134706
7.68E-05,9.56E-05,9.37E-05,0.000214338,0.000141382
7.80E-05,8.65E-05,9.37E-05,9.61E-05,0.000132322
7.82E-05,7.68E-05,9.63E-05,0.00014782,0.0001297
7.61E-05,7.56E-05,0.000106573,9.73E-05,0.000130653
0.000158548,7.70E-05,0.000166893,0.000127316,0.000134945
7.49E-05,0.000100851,0.000108719,0.000104666,0.000132322
7.30E-05,8.30E-05,0.000101566,0.000109673,0.000146151
7.22E-05,8.77E-05,0.000108004,9.89E-05,0.000134945
7.25E-05,8.89E-05,9.80E-05,0.000252247,0.000133514
7.37E-05,7.63E-05,9.58E-05,0.000124216,0.000128746
0.000134468,9.75E-05,9.68E-05,0.00015974,0.000133276
0.000108719,0.000118732,9.70E-05,9.87E-05,0.000133276
7.58E-05,7.70E-05,9.97E-05,9.70E-05,0.000133038
8.94E-05,7.58E-05,0.000101328,0.000127316,0.000129461
7.03E-05,7.51E-05,9.99E-05,9.66E-05,0.000143766
0.000129223,7.46E-05,0.000101328,9.56E-05,0.000131845
0.0001297,0.000103951,0.000101805,0.000126362,0.000130177
8.68E-05,0.000102758,0.000101328,9.66E-05,0.0001297
7.94E-05,0.000118017,9.89E-05,9.78E-05,0.000127077
7.70E-05,9.51E-05,9.92E-05,9.58E-05,0.000128031
8.08E-05,7.82E-05,9.97E-05,9.54E-05,0.000138283
7.49E-05,7.68E-05,9.99E-05,9.56E-05,0.000133753
7.82E-05,0.000115633,0.000137568,0.000122786,0.000127316
8.03E-05,0.000104427,0.000105619,0.000101089,0.000134945
7.72E-05,0.000103235,0.00011754,0.000197887,0.000128508
7.77E-05,0.00014782,9.58E-05,0.000101328,0.000133753
7.53E-05,0.000124216,0.000157595,0.000109196,0.0001266
9.44E-05,0.000105143,0.000111818,9.97E-05,0.000134706
8.65E-05,0.000124454,0.000252008,9.70E-05,0.000150681
7.92E-05,9.61E-05,0.000149727,0.000203848,0.000134945
7.82E-05,7.87E-05,0.000111818,9.73E-05,0.000139952
7.34E-05,7.72E-05,0.000158548,0.00014925,0.000133038
7.61E-05,7.58E-05,9.82E-05,9.51E-05,0.000133514
7.68E-05,7.41E-05,0.000103951,0.000131845,0.000128508
8.15E-05,0.000109434,0.000106812,9.51E-05,0.000147581
0.000197887,7.44E-05,0.000181675,9.51E-05,0.000130177
0.000171661,0.000104666,0.000115633,0.000133038,0.000148296
0.000112295,8.54E-05,0.000111341,0.000140429,0.00017333
0.000102758,0.000101089,9.37E-05,0.000110865,0.000128508
8.65E-05,9.51E-05,9.49E-05,9.94E-05,0.000134945
7.99E-05,0.00011611,9.54E-05,9.66E-05,0.000133038
7.96E-05,0.000119925,0.000154734,0.000127316,0.000123501
7.56E-05,0.000109673,0.000103474,0.000129938,0.000154257
7.49E-05,7.84E-05,9.63E-05,0.000127316,0.000134706
0.000104666,7.58E-05,0.000115633,0.000127792,0.000129223
7.46E-05,7.63E-05,9.47E-05,0.000127792,0.000129461
7.39E-05,7.65E-05,9.42E-05,0.000128031,0.000127077
7.30E-05,7.44E-05,0.000121355,0.000126362,0.000134945
7.22E-05,9.61E-05,9.42E-05,0.000128031,0.000129461
7.10E-05,0.00010705,9.42E-05,0.000128984,0.000122309
7.06E-05,7.96E-05,9.49E-05,0.000219584,0.000149012
9.11E-05,7.61E-05,9.35E-05,9.49E-05,0.000121832
0.00011754,7.37E-05,9.54E-05,0.000144482,0.000121832
7.44E-05,0.000112295,9.35E-05,0.000111103,0.00012064
7.20E-05,7.51E-05,9.27E-05,9.94E-05,0.000121355
7.34E-05,7.41E-05,9.08E-05,9.63E-05,0.000122786
7.08E-05,9.61E-05,0.000108242,9.58E-05,0.000119209
7.18E-05,0.000109196,9.23E-05,0.000212431,0.000136852
0.00010848,7.61E-05,9.04E-05,9.58E-05,0.000123978
8.01E-05,9.35E-05,9.16E-05,9.89E-05,0.00013566
0.000106096,8.46E-05,0.000129223,0.00011158,0.000158072
7.75E-05,9.82E-05,0.000104904,0.000205278,0.000119925
0.000212908,0.000117779,9.63E-05,9.78E-05,0.000157118
7.65E-05,0.000101328,9.37E-05,0.000153303,0.000156164
7.25E-05,9.94E-05,9.16E-05,9.66E-05,0.000120401
9.01E-05,0.000115871,9.35E-05,0.00013113,0.000122786
0.000104427,7.63E-05,9.37E-05,0.000119448,0.000119448
0.000100136,0.000103235,9.32E-05,0.000201464,0.000138521
9.73E-05,0.00012207,9.25E-05,0.000106096,0.000124931
9.49E-05,0.000117302,9.06E-05,0.000138998,0.000122309
8.58E-05,0.000100613,9.04E-05,0.000217676,0.00012064
0.000102997,0.000104666,0.000117064,9.66E-05,0.000139713
8.06E-05,8.25E-05,0.000108242,0.000131607,0.000128746
8.51E-05,0.000129938,9.01E-05,0.000216246,0.000124216
0.000104666,0.00010705,9.35E-05,9.51E-05,0.00012064
8.25E-05,0.000110149,9.16E-05,9.68E-05,0.00012064
0.00013423,9.39E-05,9.04E-05,9.51E-05,0.000121355
0.000101328,0.000106096,0.000114918,9.58E-05,0.00012064
0.000115871,8.99E-05,0.000106573,9.80E-05,0.000120163
9.68E-05,0.000144958,0.000121593,9.54E-05,0.000120401
0.000102997,9.23E-05,9.99E-05,0.000221968,0.000123501
0.000100613,7.89E-05,9.32E-05,0.000108957,0.000121355
7.32E-05,7.56E-05,0.00049758,0.000153542,0.000154734
7.06E-05,7.37E-05,0.000184298,0.000210047,0.00012064
7.34E-05,7.46E-05,0.000153303,0.000116348,0.000121832
7.37E-05,7.58E-05,0.000104427,0.000141859,0.000118971
7.27E-05,8.44E-05,9.80E-05,0.000108004,0.000121355
7.22E-05,9.58E-05,9.75E-05,0.000100851,0.000131845
7.03E-05,9.18E-05,0.000349998,9.75E-05,0.000123978
9.47E-05,7.61E-05,0.00018239,9.61E-05,0.000156164
