1.144862651824951172e+00,-9.481787681579589844e-02,2.826000000000000068e+00,-2.447999999999999954e+00,1.020999999999999908e+00
1.105671405792236328e+00,-9.514683485031127930e-02,2.848969395135963811e+00,-2.408522664368083266e+00,1.066677301553543344e+00
1.066361427307128906e+00,-9.550216794013977051e-02,2.870112241396721053e+00,-2.368037689457618278e+00,1.112354603107087003e+00
1.026923179626464844e+00,-9.588382393121719360e-02,2.889384433681409625e+00,-2.326629529077699932e+00,1.158031904660630662e+00
9.873467087745666504e-01,-9.629200398921966553e-02,2.906745769172770277e+00,-2.284384562851373701e+00,1.203709206214174099e+00
9.476221799850463867e-01,-9.672672301530838013e-02,2.922160031202360120e+00,-2.241390916023148439e+00,1.249386507767717536e+00
1.004253864288330078e+00,-9.717913717031478882e-02,2.938775253581424884e+00,-2.195289429339033038e+00,1.200377392203730631e+00
1.061175346374511719e+00,-9.759280085563659668e-02,2.957629014684523661e+00,-2.150057268419409695e+00,1.151368276639743726e+00
1.118360519409179688e+00,-9.796513617038726807e-02,2.978676038850505137e+00,-2.105803054349470571e+00,1.102359161075757044e+00
1.175781965255737305e+00,-9.829365462064743042e-02,3.001865783488466111e+00,-2.062633059760432097e+00,1.053350045511770139e+00
1.233410477638244629e+00,-9.857627004384994507e-02,3.027142560451375086e+00,-2.020650953625094282e+00,1.004340929947783234e+00
1.291214227676391602e+00,-9.881098568439483643e-02,3.054445669766290727e+00,-1.979957552305848578e+00,9.553318143837964405e-01
1.349160909652709961e+00,-9.899622946977615356e-02,3.083709545400050267e+00,-1.940650577452989634e+00,9.063226988198096468e-01
1.407216548919677734e+00,-9.913063794374465942e-02,3.114863912710371885e+00,-1.902824421334702976e+00,8.573135832558227420e-01
1.465346336364746094e+00,-9.921335428953170776e-02,3.147833957204272171e+00,-1.866569920162274077e+00,8.083044676918358373e-01
1.500000000000000000e+00,-9.924375265836715698e-02,3.182540504198541065e+00,-1.831974135954858918e+00,7.592953521278490436e-01
1.500000000000000000e+00,-9.922157227993011475e-02,3.218900208950828290e+00,-1.799120147467645703e+00,7.102862365638622499e-01
1.500000000000000000e+00,-9.914699941873550415e-02,3.256825756804766048e+00,-1.768086850685477884e+00,6.612771209998753452e-01
1.500000000000000000e+00,-9.902057796716690063e-02,3.296226072868493784e+00,-1.738948769361036373e+00,6.122680054358884405e-01
1.500000000000000000e+00,-9.884322434663772583e-02,3.337006540723058023e+00,-1.711775876052551437e+00,5.632588898719016468e-01
1.500000000000000000e+00,-9.861614555120468140e-02,3.379069229635481175e+00,-1.686633424090816735e+00,5.142497743079148531e-01
1.500000000000000000e+00,-9.834095090627670288e-02,3.422313129730867765e+00,-1.663581790879010258e+00,4.652406587439279484e-01
1.500000000000000000e+00,-9.801940619945526123e-02,3.466634394558798515e+00,-1.642676332901633618e+00,4.162315431799410437e-01
1.500000000000000000e+00,-9.765377640724182129e-02,3.511926590471514231e+00,-1.623967252790746940e+00,3.672224276159542500e-01
1.500000000000000000e+00,-9.724637120962142944e-02,3.558080952215029846e+00,-1.607499478768731782e+00,3.182133120519674563e-01
1.500000000000000000e+00,-9.679981321096420288e-02,3.604986644119391848e+00,-1.593312556757087162e+00,2.692041964879805516e-01
1.500000000000000000e+00,-9.716323018074035645e-02,3.558795263009460808e+00,-1.604880738392265638e+00,2.215817742991211814e-01
1.500000000000000000e+00,-9.755636751651763916e-02,3.512105553983502659e+00,-1.614236890713532269e+00,1.739593521102618390e-01
1.500000000000000000e+00,-9.797940403223037720e-02,3.465023384393338013e+00,-1.621359798958788012e+00,1.263369299214024966e-01
1.500000000000000000e+00,-9.843240678310394287e-02,3.417655511481974440e+00,-1.626233312172095991e+00,7.871450773254312638e-02
1.500000000000000000e+00,-9.891550987958908081e-02,3.370109340315134538e+00,-1.628846379825433344e+00,3.109208554368375621e-02
1.500000000000000000e+00,-9.942881017923355103e-02,3.322492680243864349e+00,-1.629193076875394608e+00,-1.653033664517555845e-02
1.500000000000000000e+00,-9.997235983610153198e-02,3.274913500450439940e+00,-1.627272617198027849e+00,-6.415275883403492863e-02
1.500000000000000000e+00,-1.005462408065795898e-01,3.227479685131863896e+00,-1.623089355371345244e+00,-1.117751810228942988e-01
1.500000000000000000e+00,-1.011504903435707092e-01,3.180298788876058325e+00,-1.616652776801463132e+00,-1.593976032117536690e-01
1.500000000000000000e+00,-1.017850860953330994e-01,3.133477792785439586e+00,-1.607977476214760948e+00,-2.070200254006130391e-01
1.500000000000000000e+00,-1.024499982595443726e-01,3.087122861900851056e+00,-1.597083124564828482e+00,-2.546424475894724093e-01
1.500000000000000000e+00,-1.031452342867851257e-01,3.041339104475887289e+00,-1.583994424429236547e+00,-3.022648697783316685e-01
1.500000000000000000e+00,-1.038706004619598389e-01,2.996230333647448951e+00,-1.568741053997269930e+00,-3.498872919671910386e-01
1.500000000000000000e+00,-1.046259328722953796e-01,2.951898832042930465e+00,-1.551357599775626817e+00,-3.975097141560504088e-01
1.500000000000000000e+00,-1.054109707474708557e-01,2.908445119857788530e+00,-1.531883478164672852e+00,-4.451321363449097790e-01
1.500000000000000000e+00,-1.054109707474708557e-01,2.908445119857788086e+00,-1.531883478164672852e+00,-4.451321363449096680e-01
1.500000000000000000e+00,-1.044983491301536560e-01,2.950391587405858829e+00,-1.553119245657103686e+00,-4.921520391526295057e-01
1.500000000000000000e+00,-1.035865694284439087e-01,2.991293558539518394e+00,-1.576303134850577159e+00,-5.391719419603493435e-01
1.500000000000000000e+00,-1.026782989501953125e-01,3.031060620925650984e+00,-1.601383898593560895e+00,-5.861918447680692923e-01
1.500000000000000000e+00,-1.017760187387466431e-01,3.069604870906027738e+00,-1.628306096761693134e+00,-6.332117475757891301e-01
1.500000000000000000e+00,-1.008820235729217529e-01,3.106841107805172975e+00,-1.657010218806178381e+00,-6.802316503835089678e-01
1.500000000000000000e+00,-9.999836981296539307e-02,3.142687022263386254e+00,-1.687432815299712896e+00,-7.272515531912289166e-01
1.500000000000000000e+00,-9.912692010402679443e-02,3.177063378178617725e+00,-1.719506638189154613e+00,-7.742714559989487544e-01
1.500000000000000000e+00,-9.826941043138504028e-02,3.209894187855014458e+00,-1.753160789444923040e+00,-8.212913588066685922e-01
-3.117726325988769531e+00,-9.742733836174011230e-02,3.241106879970985233e+00,-1.788320877778537543e+00,-8.683112616143884299e-01
-3.071476697921752930e+00,-9.660206735134124756e-02,3.270632459995488794e+00,-1.824909183081879771e+00,-9.153311644221082677e-01
-3.025610446929931641e+00,-9.579478949308395386e-02,3.298405662697961205e+00,-1.862844828224691662e+00,-9.623510672298282165e-01
-2.980115890502929688e+00,-9.500659257173538208e-02,3.324365096414753307e+00,-1.902043957830557019e+00,-1.009370970037548165e+00
