n=100,n=1000,n=10000,n=50000,n=100000
0.055296,0.038912,0.069376,0.190272,0.351968
0.018432,0.045056,0.09808,0.196608,0.355136
0.017408,0.043008,0.067584,0.196576,0.362496
0.018432,0.037888,0.067584,0.221184,0.357376
0.088064,0.037888,0.067584,0.193344,0.350208
0.018432,0.037888,0.067232,0.196544,0.356352
0.018432,0.084992,0.067584,0.195584,0.362496
0.018304,0.037888,0.097216,0.191488,0.359424
0.019456,0.086016,0.067584,0.196512,0.356352
0.018432,0.038912,0.068512,0.196608,0.359424
0.018336,0.086016,0.067584,0.198624,0.352256
0.018368,0.116736,0.068608,0.195584,0.352256
0.050176,0.038912,0.068288,0.19648,0.406528
0.021408,0.038816,0.067584,0.191488,0.359424
0.03568,0.040896,0.068608,0.193536,0.357376
0.02048,0.037952,0.067584,0.196608,0.40832
0.078848,0.04096,0.068608,0.196608,0.361248
0.024576,0.04096,0.067584,0.191488,0.351936
0.017408,0.041984,0.067584,0.192192,0.35328
0.073728,0.068608,0.068576,0.196608,0.360384
0.069536,0.039616,0.067584,0.191328,0.356352
0.019456,0.037888,0.067584,0.19648,0.3552
0.06144,0.038656,0.067584,0.199456,0.3584
0.018432,0.038912,0.068384,0.196608,0.349184
0.018432,0.037888,0.06848,0.195584,0.357376
0.019456,0.037824,0.068608,0.199456,0.360448
0.019456,0.037888,0.067584,0.229088,0.35328
0.073728,0.037888,0.068288,0.197632,0.35728
0.017408,0.037888,0.067584,0.195584,0.354304
0.018432,0.041984,0.067584,0.191488,0.358176
0.017408,0.037888,0.06656,0.192512,0.35328
0.05424,0.037888,0.067328,0.198656,0.412576
0.018432,0.037888,0.06848,0.192256,0.35328
0.018432,0.037888,0.067584,0.191392,0.355328
0.018432,0.037728,0.067584,0.190464,0.35328
0.09536,0.037888,0.067584,0.193536,0.3584
0.019456,0.037888,0.067424,0.198656,0.356352
0.018432,0.038816,0.067584,0.198656,0.361248
0.02048,0.037888,0.06752,0.199488,0.354304
0.019456,0.038912,0.067584,0.193536,0.349184
0.018432,0.037888,0.069504,0.20048,0.357376
0.074752,0.038848,0.06656,0.215936,0.352256
0.019456,0.037632,0.06656,0.19936,0.3552
0.019456,0.038816,0.095232,0.197632,0.351072
0.018432,0.037888,0.06656,0.198656,0.351968
0.020416,0.038912,0.067488,0.19232,0.352256
0.018432,0.037888,0.06656,0.193376,0.35328
0.018432,0.038912,0.067456,0.197344,0.357376
0.070656,0.037888,0.067584,0.19456,0.405504
0.02048,0.037888,0.069632,0.241664,0.357248
0.090112,0.038912,0.067584,0.191456,0.365568
0.017408,0.037888,0.067584,0.192512,0.36128
0.065536,0.037728,0.068608,0.193376,0.35328
0.017408,0.037888,0.067488,0.197632,0.361312
0.022528,0.03776,0.067488,0.193536,0.355008
0.070656,0.037888,0.067584,0.190368,0.35328
0.018432,0.03872,0.067584,0.198656,0.355328
0.019424,0.037888,0.067584,0.194528,0.360224
0.060416,0.038912,0.067488,0.245728,0.355168
0.019328,0.037888,0.067488,0.193536,0.35328
0.018432,0.037824,0.067424,0.19536,0.354304
0.068608,0.037824,0.067392,0.192512,0.364544
0.018432,0.039936,0.067584,0.196608,0.354304
0.068608,0.03872,0.067584,0.19648,0.398208
0.018432,0.038912,0.067584,0.19744,0.356352
0.018432,0.038752,0.067584,0.191488,0.354304
0.067584,0.03872,0.067584,0.195488,0.357376
0.018432,0.06656,0.067584,0.19456,0.359264
0.018432,0.037888,0.067584,0.197344,0.349184
0.06656,0.038912,0.067584,0.193536,0.350976
0.018432,0.07968,0.06656,0.193536,0.356352
0.06752,0.03872,0.067424,0.197632,0.355328
0.019456,0.038912,0.06736,0.192512,0.356352
0.067456,0.04096,0.06752,0.193408,0.357376
0.019456,0.037888,0.067584,0.196608,0.355328
0.019296,0.038688,0.067392,0.191488,0.350176
0.067488,0.039936,0.067584,0.196608,0.3584
0.01936,0.037888,0.094208,0.197632,0.352256
0.07168,0.038752,0.094208,0.195584,0.34816
0.018432,0.037888,0.093184,0.195584,0.352256
0.065536,0.03872,0.09728,0.222912,0.355328
0.019264,0.037888,0.0952,0.199424,0.353216
0.019456,0.037888,0.096256,0.198656,0.356352
0.088064,0.039936,0.069632,0.196608,0.381952
0.019456,0.064512,0.069632,0.193536,0.358048
0.067584,0.037888,0.068608,0.193408,0.3584
0.019328,0.037888,0.07168,0.191232,0.355104
0.020288,0.037888,0.06656,0.193536,0.357248
0.02048,0.037888,0.068608,0.192512,0.360448
0.118784,0.038912,0.095168,0.244736,0.356352
0.02048,0.039904,0.067296,0.196608,0.355104
0.02048,0.037888,0.069632,0.19456,0.36352
0.022368,0.03776,0.067584,0.196608,0.3584
0.022528,0.037888,0.067584,0.196608,0.360448
0.018432,0.037888,0.067584,0.192512,0.357376
0.079872,0.037888,0.095232,0.195584,0.358336
0.019456,0.037888,0.06736,0.192512,0.352256
0.020384,0.038912,0.093184,0.24576,0.358304
0.019456,0.038912,0.094144,0.196608,0.35328
0.083968,0.065376,0.067584,0.196608,0.356352
0.018432,0.037888,0.068224,0.191488,0.359424
0.019296,0.037888,0.067584,0.192512,0.35328
0.019456,0.038912,0.067584,0.196608,0.352256
0.078848,0.038912,0.095008,0.197536,0.357376
0.019456,0.037888,0.067584,0.196608,0.363296
0.06656,0.03888,0.067392,0.192512,0.354304
0.018432,0.037888,0.067584,0.19328,0.354304
0.019456,0.037888,0.06656,0.192512,0.3624
0.018432,0.037888,0.068608,0.195456,0.358144
0.078848,0.038912,0.067584,0.198368,0.352256
0.018432,0.037888,0.095136,0.196608,0.35216
0.018432,0.037888,0.067584,0.197536,0.354304
0.019296,0.037888,0.067584,0.193536,0.357376
0.096256,0.041696,0.070464,0.196608,0.353248
0.018368,0.038816,0.094144,0.197632,0.354304
0.018432,0.038752,0.06656,0.193536,0.355328
0.067584,0.038912,0.094208,0.196608,0.3584
0.018432,0.039936,0.067584,0.19744,0.355328
0.065536,0.03872,0.095232,0.191264,0.359232
0.019456,0.038912,0.067264,0.193248,0.354304
0.020416,0.038912,0.067392,0.193248,0.356352
0.020416,0.037888,0.067584,0.202752,0.356352
0.079872,0.038912,0.069376,0.193504,0.354304
0.019456,0.038816,0.067584,0.196608,0.361216
0.069472,0.038912,0.068288,0.191488,0.3584
0.019296,0.038816,0.068224,0.197632,0.365568
0.068608,0.040704,0.067424,0.196448,0.354016
0.02048,0.038912,0.095008,0.191488,0.360448
0.019456,0.038592,0.095232,0.196608,0.357376
0.06944,0.037888,0.067584,0.197408,0.390016
0.019456,0.039936,0.095104,0.196608,0.355072
0.070592,0.039936,0.067584,0.197248,0.3584
0.019424,0.062464,0.094208,0.192512,0.363296
0.068608,0.037888,0.067584,0.192352,0.362496
0.02048,0.038912,0.094208,0.191488,0.354304
0.019456,0.038912,0.067584,0.196608,0.354304
0.067584,0.037888,0.067584,0.193344,0.357344
0.019456,0.038816,0.067584,0.196576,0.3584
0.066432,0.038624,0.067584,0.192512,0.355328
0.02048,0.0416,0.067584,0.193216,0.35328
0.019456,0.063488,0.067584,0.193536,0.357376
0.069536,0.037888,0.068608,0.196608,0.352256
0.02032,0.037888,0.067584,0.19632,0.354304
0.069632,0.037888,0.06736,0.193216,0.3584
0.019456,0.037888,0.06656,0.193536,0.348864
0.068608,0.036864,0.067584,0.198528,0.361472
0.019456,0.037888,0.067584,0.192512,0.358368
0.019456,0.037888,0.094208,0.196608,0.353024
0.06848,0.037888,0.067584,0.197312,0.3584
0.019456,0.040704,0.069632,0.19648,0.3584
0.02032,0.037888,0.094208,0.195584,0.360448
0.019456,0.037888,0.067584,0.195584,0.354304
0.02048,0.037888,0.068608,0.197632,0.3584
0.070656,0.038656,0.067584,0.19968,0.35328
0.019456,0.039872,0.094048,0.222208,0.3512
0.019456,0.038688,0.067584,0.196608,0.367616
0.068608,0.037888,0.067584,0.192448,0.36224
0.019456,0.039936,0.067584,0.196544,0.357376
0.069632,0.039936,0.067584,0.195584,0.359104
0.019456,0.037888,0.069632,0.193408,0.357248
0.068608,0.037888,0.06832,0.195584,0.3584
0.02048,0.038912,0.067488,0.197632,0.353088
0.02048,0.040896,0.066592,0.202752,0.359424
0.067584,0.037888,0.067584,0.19456,0.355328
0.019456,0.038848,0.077824,0.242688,0.3584
0.082848,0.038912,0.068608,0.1912,0.360448
0.021472,0.037888,0.067584,0.196384,0.357376
0.021376,0.03888,0.069312,0.197632,0.355136
0.068608,0.038912,0.067584,0.197536,0.351232
0.02048,0.037888,0.06752,0.192512,0.36032
0.07168,0.037888,0.067584,0.192512,0.355328
0.019328,0.03856,0.067296,0.196608,0.357376
0.068608,0.064224,0.06656,0.192512,0.3584
0.019456,0.037888,0.067584,0.196608,0.363264
0.019296,0.039744,0.068224,0.191168,0.358176
0.018432,0.038912,0.067584,0.19728,0.359424
0.115552,0.037888,0.067584,0.197632,0.35632
0.019456,0.062464,0.06752,0.200672,0.3584
0.019456,0.037888,0.06736,0.196608,0.36128
0.021504,0.038912,0.06656,0.196608,0.35328
0.125952,0.065536,0.067584,0.198656,0.3584
0.02048,0.038784,0.068608,0.196608,0.359424
0.024576,0.038912,0.068352,0.197632,0.3584
0.090048,0.038816,0.067584,0.196608,0.365568
0.022496,0.063488,0.067552,0.191488,0.357344
0.018432,0.037888,0.068384,0.197408,0.361472
0.019456,0.037888,0.118496,0.195584,0.356192
0.059392,0.037888,0.067584,0.192512,0.352256
0.017408,0.038752,0.067584,0.192512,0.3584
0.018432,0.038816,0.118784,0.195584,0.357376
0.017408,0.037888,0.068608,0.192512,0.357376
0.132096,0.038912,0.06832,0.19248,0.356192
0.019456,0.037888,0.06752,0.196608,0.360384
0.018432,0.039936,0.067456,0.191488,0.35328
0.018432,0.048864,0.067584,0.196512,0.35808
0.098304,0.038784,0.06656,0.19648,0.363296
0.018432,0.037888,0.067584,0.196608,0.362496
0.017408,0.037888,0.118784,0.193312,0.360448
0.017408,0.037888,0.068512,0.197472,0.359424
0.144384,0.037888,0.067584,0.196608,0.359424
0.018432,0.03856,0.068608,0.196608,0.356352
0.018432,0.037888,0.068608,0.196608,0.379904
0.019424,0.038912,0.115712,0.191232,0.3584
0.018336,0.038912,0.067584,0.192256,0.354304
0.017408,0.066528,0.116736,0.192512,0.3584
0.018432,0.037888,0.06752,0.197632,0.36352
0.05024,0.037888,0.067584,0.190464,0.358048
0.057344,0.037888,0.068576,0.191488,0.356352
0.017408,0.037888,0.068608,0.192512,0.359424
0.017408,0.037888,0.068608,0.196608,0.360448
0.018304,0.037888,0.068384,0.200704,0.355328
0.100352,0.03888,0.06944,0.198656,0.354304
0.018432,0.038912,0.067584,0.195584,0.365344
0.018432,0.037632,0.140288,0.197632,0.35328
0.018432,0.037728,0.067584,0.192512,0.366272
0.099328,0.037888,0.067584,0.191488,0.352256
0.018432,0.037888,0.069632,0.196608,0.358176
0.017408,0.036864,0.067584,0.195584,0.358144
0.018432,0.037888,0.06832,0.195584,0.359424
0.098304,0.04096,0.067584,0.196576,0.35328
0.018432,0.038656,0.067552,0.192512,0.35328
0.017408,0.068608,0.068288,0.193408,0.3584
0.018432,0.038656,0.06656,0.197632,0.356384
0.017408,0.037888,0.067392,0.196416,0.357376
0.017408,0.0664,0.067584,0.193536,0.361472
0.018432,0.037888,0.067584,0.196608,0.3584
0.050176,0.039936,0.116512,0.191488,0.3592
0.021504,0.038912,0.067488,0.191488,0.352256
0.018432,0.037888,0.06656,0.195584,0.358304
0.017408,0.063424,0.06832,0.192512,0.382784
0.018432,0.038912,0.067424,0.191488,0.380928
0.018432,0.038912,0.067584,0.196608,0.357376
0.069632,0.038912,0.067584,0.196608,0.392192
0.017408,0.037888,0.067584,0.196608,0.370688
0.020288,0.037856,0.067488,0.19952,0.359392
0.018272,0.037888,0.067584,0.194496,0.361376
0.019456,0.037888,0.067584,0.191488,0.358176
0.018432,0.065536,0.06832,0.198304,0.356192
0.018304,0.038912,0.067584,0.196608,0.362496
0.017408,0.038656,0.06736,0.196608,0.363392
0.050176,0.039936,0.067584,0.191488,0.36432
0.058368,0.03872,0.115552,0.196608,0.364544
0.018432,0.063488,0.067392,0.192512,0.371712
0.018432,0.037888,0.067584,0.197632,0.362496
0.017408,0.038912,0.067584,0.191488,0.567232
0.098304,0.063264,0.067584,0.196608,0.362496
0.018432,0.037696,0.115712,0.19248,0.361472
0.017408,0.037888,0.06656,0.190464,0.361472
0.078848,0.03872,0.067584,0.192128,0.3696
0.018432,0.03792,0.068288,0.196608,0.362496
0.017408,0.04096,0.067584,0.196608,0.361312
0.018432,0.038688,0.115712,0.196352,0.36352
0.11264,0.037888,0.067584,0.190464,0.36864
0.018432,0.037888,0.067584,0.195584,0.408416
0.018272,0.038656,0.06656,0.19648,0.36544
0.017408,0.037888,0.068352,0.197344,0.359424
0.145408,0.038656,0.067584,0.195584,0.36352
0.019392,0.037888,0.067584,0.196608,0.36144
0.018432,0.038624,0.114528,0.194176,0.365536
0.082944,0.038816,0.06656,0.191488,0.359424
0.018432,0.038688,0.06656,0.191488,0.363264
0.018432,0.03872,0.067584,0.195584,0.364544
0.018432,0.065536,0.067488,0.196608,0.358208
0.018432,0.03888,0.067456,0.195584,0.366592
0.018432,0.037888,0.068608,0.192512,0.359424
0.017408,0.038752,0.067584,0.196608,0.361472
0.018432,0.038912,0.067584,0.196608,0.421888
0.070656,0.070368,0.116736,0.192448,0.362496
0.018432,0.041984,0.06848,0.193536,0.361472
0.018432,0.037888,0.067584,0.197632,0.363488
0.065536,0.039936,0.070432,0.195488,0.352256
0.017408,0.03984,0.067584,0.19968,0.425984
0.018432,0.037888,0.116608,0.193536,0.352256
0.065536,0.039936,0.096256,0.197632,0.354304
0.0184,0.037888,0.067584,0.193536,0.365568
0.018432,0.038688,0.067584,0.19136,0.354304
0.066368,0.03872,0.113664,0.192512,0.402144
0.019392,0.037728,0.068544,0.193536,0.357376
0.018432,0.038784,0.06656,0.196608,0.355328
0.018432,0.038752,0.067584,0.192352,0.362208
0.078816,0.038592,0.068512,0.19632,0.3584
0.018432,0.037888,0.067584,0.191488,0.355328
0.018432,0.037888,0.067328,0.193152,0.354304
0.052256,0.039936,0.067584,0.193536,0.359296
0.018432,0.037888,0.067584,0.196608,0.362272
0.018432,0.038912,0.067584,0.196608,0.354176
0.018304,0.038912,0.06656,0.197632,0.355328
0.065536,0.062464,0.068256,0.19344,0.40752
0.018432,0.037888,0.068448,0.196608,0.35728
0.021504,0.037888,0.06656,0.196608,0.364416
0.018432,0.037888,0.0664,0.195584,0.357376
0.018432,0.038912,0.067584,0.193408,0.361472
0.072704,0.042816,0.067584,0.191488,0.36352
0.02144,0.039936,0.067584,0.196608,0.36352
0.069632,0.038752,0.067584,0.196352,0.35328
0.021504,0.037888,0.067584,0.196608,0.359424
0.019456,0.038656,0.067584,0.196608,0.360448
0.018432,0.039936,0.06656,0.199616,0.356352
0.074592,0.037888,0.067264,0.19968,0.369504
0.018432,0.038912,0.067424,0.19248,0.354304
0.019296,0.067328,0.06736,0.19456,0.354144
0.066368,0.037888,0.06656,0.193504,0.351232
0.0224,0.04096,0.06656,0.197536,0.410624
0.075776,0.06432,0.066432,0.198656,0.353984
0.018432,0.037888,0.067584,0.193536,0.355328
0.018432,0.063488,0.067584,0.193536,0.354304
0.018432,0.037888,0.067584,0.196608,0.3584
0.08704,0.065376,0.06656,0.198656,0.3584
0.018432,0.043872,0.06656,0.193376,0.35328
0.018432,0.039936,0.06656,0.19456,0.352096
0.019456,0.037888,0.077824,0.196608,0.354304
0.018432,0.047872,0.08192,0.191488,0.356352
0.018432,0.03888,0.067584,0.195584,0.425984
0.018432,0.038912,0.06832,0.193504,0.352256
0.018432,0.03696,0.067584,0.19632,0.356352
0.069632,0.038656,0.067584,0.193536,0.356352
0.018432,0.037888,0.068608,0.19648,0.355328
0.018432,0.037888,0.068608,0.191488,0.354304
0.018336,0.03776,0.068512,0.197632,0.360224
0.018432,0.037888,0.068576,0.193216,0.362496
0.0768,0.037888,0.067584,0.192512,0.36224
0.018432,0.038912,0.067584,0.195584,0.356352
0.0184,0.038624,0.067584,0.196608,0.410624
0.065536,0.03872,0.070464,0.19216,0.355328
0.077824,0.037888,0.067552,0.196608,0.354304
0.021376,0.038784,0.067584,0.194304,0.359168
0.075776,0.038912,0.069536,0.191328,0.354304
0.018368,0.038624,0.067584,0.195584,0.357376
0.018432,0.03888,0.068544,0.20144,0.405504
0.018432,0.037888,0.067584,0.192512,0.3584
0.018432,0.038912,0.068448,0.197472,0.406528
0.018432,0.037888,0.067584,0.198656,0.3552
0.018336,0.037888,0.067584,0.200672,0.356128
0.018432,0.037888,0.067584,0.195584,0.3584
0.050176,0.03872,0.067584,0.196608,0.351232
0.057344,0.038624,0.067424,0.192512,0.36352
0.018432,0.037888,0.067584,0.190464,0.3584
0.018368,0.037664,0.067424,0.196608,0.355328
0.018368,0.038752,0.067584,0.191488,0.357152
0.097312,0.037888,0.067456,0.191488,0.359424
0.018432,0.037888,0.068384,0.196608,0.355072
0.018432,0.037888,0.06656,0.192512,0.355264
0.078848,0.038816,0.06656,0.195584,0.364544
0.018432,0.047104,0.067584,0.192512,0.354304
0.018432,0.04096,0.067584,0.192352,0.367424
0.017408,0.068608,0.069632,0.193536,0.354304
0.113664,0.043008,0.06656,0.193536,0.403456
0.018432,0.041632,0.06656,0.196256,0.357376
0.073728,0.040736,0.067296,0.196608,0.35328
0.018432,0.037888,0.06656,0.196608,0.35328
0.017408,0.037632,0.067584,0.196608,0.355328
0.082944,0.037888,0.06656,0.192512,0.354304
0.017408,0.037888,0.06656,0.190464,0.350208
0.018432,0.037888,0.06656,0.192512,0.358368
0.017408,0.038912,0.067584,0.194304,0.35328
0.0768,0.036864,0.067584,0.24576,0.356352
0.018432,0.038912,0.06656,0.198656,0.365312
0.074752,0.038912,0.06656,0.197504,0.356352
0.018336,0.037888,0.06656,0.197632,0.359424
0.074752,0.038592,0.067584,0.190464,0.357376
0.0184,0.038912,0.067584,0.191488,0.3584
0.073728,0.041984,0.067328,0.191488,0.410624
0.017408,0.039936,0.06656,0.195584,0.35808
0.075776,0.037856,0.067584,0.19232,0.360448
0.017408,0.038912,0.067584,0.224224,0.357152
0.074752,0.037888,0.067584,0.197632,0.364544
0.018432,0.038592,0.06656,0.192512,0.357376
0.073728,0.037888,0.067584,0.196512,0.3584
0.018432,0.038912,0.067296,0.192512,0.355328
0.074752,0.037888,0.06656,0.19456,0.35328
0.018432,0.041984,0.067584,0.191488,0.35328
0.073728,0.041984,0.067584,0.191424,0.353248
0.018432,0.038912,0.067424,0.192512,0.355008
0.074752,0.037888,0.06944,0.192512,0.356256
0.017408,0.037888,0.07168,0.196608,0.408448
0.073728,0.037888,0.068608,0.196608,0.3584
0.018432,0.040832,0.108544,0.193216,0.356352
0.073728,0.041984,0.068352,0.193536,0.355104
0.018432,0.037888,0.091136,0.19456,0.35328
0.093184,0.038912,0.090112,0.199424,0.35808
0.018432,0.038656,0.090112,0.194336,0.361184
0.018432,0.038624,0.07168,0.197632,0.350208
0.018432,0.038912,0.06736,0.192512,0.357088
0.173056,0.04096,0.072384,0.195584,0.355328
0.019456,0.041984,0.068608,0.196448,0.354304
0.075776,0.038912,0.067264,0.195584,0.352256
0.018432,0.037888,0.0664,0.192512,0.352032
0.021376,0.038912,0.069632,0.195584,0.35728
0.018432,0.038624,0.070656,0.192128,0.3584
0.019328,0.037888,0.06736,0.192512,0.35824
0.018432,0.039936,0.067584,0.196608,0.354304
0.049152,0.038848,0.06656,0.196608,0.356352
0.058528,0.038912,0.06832,0.192512,0.355328
0.019456,0.0408,0.068608,0.196608,0.351232
0.018368,0.038912,0.067584,0.196384,0.356352
0.018432,0.037888,0.06832,0.196608,0.354304
0.057376,0.037888,0.068608,0.195584,0.359424
0.018432,0.038688,0.067584,0.192512,0.355328
0.018432,0.039936,0.067584,0.191456,0.35328
0.018432,0.038912,0.068448,0.195584,0.35328
0.131072,0.038912,0.067584,0.1912,0.35328
0.018432,0.039744,0.068576,0.196608,0.352256
0.018432,0.038912,0.068384,0.196608,0.361472
0.02048,0.038912,0.06944,0.192512,0.352256
0.01936,0.037888,0.069632,0.196608,0.356352
0.018432,0.037888,0.070656,0.191488,0.354304
0.019296,0.039936,0.067584,0.192512,0.41056
0.018432,0.037888,0.067328,0.196608,0.350208
0.059392,0.038912,0.067584,0.193536,0.352192
0.018304,0.038752,0.06656,0.192512,0.357376
0.018432,0.038912,0.067584,0.191488,0.35328
0.058368,0.039936,0.067456,0.192512,0.35328
0.019456,0.038752,0.067584,0.192224,0.356064
0.018432,0.037888,0.068608,0.197472,0.35328
0.018432,0.038816,0.068288,0.196608,0.352992
0.059392,0.037888,0.067552,0.196576,0.356352
0.019456,0.037888,0.06656,0.192512,0.3584
0.018432,0.037888,0.06656,0.192512,0.365568
0.01936,0.038752,0.067584,0.192512,0.407488
0.06656,0.037888,0.06848,0.196608,0.35216
0.018432,0.039936,0.067584,0.198528,0.354304
0.018432,0.038688,0.06832,0.19456,0.3584
0.065536,0.038912,0.067392,0.199424,0.364544
0.0184,0.064512,0.067584,0.196608,0.354304
0.018432,0.037888,0.067584,0.196608,0.356352
0.065536,0.038688,0.067584,0.191488,0.354112
0.019328,0.062464,0.067488,0.196608,0.354144
0.018432,0.040768,0.067584,0.191328,0.3552
0.018432,0.038752,0.067584,0.196608,0.3584
0.096256,0.038912,0.06656,0.196608,0.35328
0.018432,0.037888,0.067584,0.197632,0.3584
0.018432,0.037888,0.067584,0.192512,0.355328
0.018432,0.03872,0.06656,0.193536,0.354304
0.059392,0.038912,0.067584,0.196608,0.351232
0.018432,0.037888,0.067584,0.196576,0.356128
0.018432,0.038528,0.06736,0.196608,0.36352
0.018432,0.037888,0.06656,0.196608,0.354304
0.094208,0.038912,0.067584,0.197632,0.35328
0.053248,0.037888,0.06656,0.196608,0.350208
0.018432,0.038624,0.067584,0.19232,0.357376
0.018432,0.037888,0.068608,0.19456,0.356128
0.018432,0.039936,0.067584,0.196544,0.359264
0.105472,0.039936,0.067584,0.192512,0.357376
0.018432,0.040928,0.068288,0.197632,0.356352
0.018432,0.070656,0.119776,0.197408,0.356128
0.058432,0.048128,0.07168,0.190464,0.356352
0.019456,0.039936,0.069632,0.197632,0.354176
0.018432,0.038912,0.069632,0.196608,0.364544
0.053248,0.038848,0.06656,0.195584,0.356992
0.019456,0.038784,0.075488,0.195584,0.35504
0.019424,0.038656,0.06736,0.19728,0.413696
0.02048,0.038912,0.069632,0.194464,0.361472
0.019328,0.038592,0.069376,0.224256,0.358176
0.018432,0.037888,0.067456,0.198656,0.37776
0.018432,0.037888,0.06656,0.19968,0.35616
0.069632,0.03872,0.067584,0.193536,0.356352
0.019456,0.037888,0.068448,0.196544,0.365568
0.017408,0.0408,0.06656,0.191168,0.360448
0.06656,0.038912,0.067584,0.197632,0.351232
0.019328,0.06432,0.068352,0.193536,0.371712
0.019456,0.038912,0.067584,0.195584,0.352256
0.017408,0.064512,0.074752,0.192512,0.355328
0.018432,0.036864,0.114688,0.193504,0.360448
0.074752,0.038912,0.067584,0.192512,0.359328
0.019456,0.037888,0.068288,0.196608,0.3584
0.018304,0.03984,0.067584,0.191488,0.355328
0.06544,0.037888,0.067584,0.191488,0.35808
0.021504,0.037888,0.067584,0.198368,0.356352
0.01936,0.039936,0.070368,0.196608,0.352224
0.018432,0.036864,0.073696,0.192512,0.352256
0.07472,0.038912,0.070624,0.1976,0.363424
0.019456,0.037888,0.068384,0.197376,0.361344
0.019424,0.039936,0.071648,0.197312,0.35328
0.065536,0.038912,0.067584,0.193536,0.354144
0.018432,0.037888,0.069632,0.197536,0.355328
0.018432,0.038816,0.067584,0.19456,0.356256
0.019456,0.037888,0.068512,0.1912,0.354304
0.019456,0.038912,0.07168,0.217088,0.36352
0.018432,0.038912,0.07136,0.22208,0.354304
0.018432,0.037888,0.072576,0.217088,0.357376
0.018432,0.038912,0.068608,0.203648,0.350208
0.017408,0.037888,0.070624,0.203776,0.355328
0.051328,0.037888,0.06656,0.193536,0.359424
0.018432,0.03984,0.067456,0.196608,0.3584
0.018432,0.038912,0.067584,0.20464,0.351232
0.018432,0.064512,0.067584,0.19456,0.354304
0.093184,0.038816,0.067584,0.195584,0.350144
0.06656,0.038688,0.068448,0.2048,0.356288
0.018432,0.03888,0.067584,0.197632,0.35328
0.018432,0.037888,0.06832,0.19456,0.366592
0.019456,0.038912,0.067584,0.196608,0.357376
0.105472,0.03872,0.067584,0.190464,0.35328
0.018432,0.038784,0.067584,0.197632,0.360448
0.018432,0.037888,0.067584,0.244736,0.357376
0.058368,0.037888,0.06656,0.191488,0.357376
0.018432,0.037888,0.067584,0.191328,0.355328
0.060224,0.038912,0.068384,0.193536,0.359424
0.018432,0.038912,0.067584,0.193536,0.351232
0.018432,0.06336,0.068608,0.197376,0.359424
0.018432,0.03888,0.067584,0.196608,0.359424
0.09216,0.038784,0.068256,0.192512,0.35328
0.019456,0.037888,0.067584,0.198656,0.354048
0.018432,0.038848,0.06752,0.196288,0.353248
0.06656,0.038848,0.067488,0.196608,0.35328
0.017408,0.037888,0.067584,0.190464,0.35216
0.018432,0.037888,0.067584,0.190464,0.355328
0.018432,0.037888,0.067584,0.19456,0.354304
0.066496,0.039936,0.067584,0.200704,0.352256
0.021408,0.038752,0.06752,0.196608,0.401216
0.073568,0.037888,0.067584,0.197472,0.354304
0.018432,0.038816,0.067584,0.197504,0.362496
0.02048,0.038912,0.068608,0.197632,0.360256
0.070656,0.037888,0.068544,0.197632,0.35504
0.017408,0.038912,0.068608,0.195584,0.355104
0.018432,0.037888,0.067584,0.19856,0.355328
0.018208,0.039936,0.067584,0.19248,0.35104
0.099328,0.038688,0.067296,0.191488,0.354304
0.019456,0.040768,0.067584,0.193536,0.352256
0.019456,0.037888,0.067584,0.193536,0.359424
0.018368,0.037888,0.067584,0.191488,0.355328
0.058368,0.068608,0.067584,0.200704,0.354112
0.018432,0.038912,0.067584,0.192544,0.352256
0.018432,0.03872,0.068352,0.218112,0.375648
0.018432,0.038912,0.067584,0.197312,0.349952
0.094208,0.063488,0.067584,0.193536,0.35328
0.019456,0.037632,0.067584,0.196608,0.355328
0.018432,0.037888,0.068576,0.218944,0.3592
0.018432,0.037888,0.067424,0.196608,0.34816
0.073856,0.040768,0.067584,0.196352,0.348896
0.018432,0.037888,0.068352,0.192512,0.360448
0.02048,0.037888,0.068608,0.197632,0.356352
0.019456,0.037888,0.068256,0.198656,0.35328
0.019296,0.038912,0.068576,0.202752,0.352256
0.018432,0.038912,0.068256,0.195616,0.356352
0.053248,0.037888,0.067584,0.197632,0.359392
0.018432,0.037888,0.067584,0.192512,0.359424
0.018432,0.038752,0.067584,0.191488,0.348096
0.018432,0.037888,0.067424,0.196608,0.359424
0.065536,0.038912,0.068416,0.195584,0.354272
0.018336,0.037888,0.067584,0.197312,0.351232
0.021504,0.037888,0.067584,0.19632,0.354304
0.018432,0.038912,0.067584,0.197408,0.354144
0.018336,0.038624,0.067584,0.193344,0.354304
0.074752,0.037888,0.067584,0.192512,0.376832
0.018432,0.038912,0.068608,0.19456,0.352128
0.018432,0.038848,0.067264,0.192512,0.353184
0.065536,0.037888,0.067584,0.196608,0.34816
0.018432,0.037888,0.067584,0.19648,0.355328
0.018432,0.037888,0.06656,0.196608,0.351232
0.065536,0.039936,0.067232,0.193536,0.354304
0.018432,0.037888,0.067584,0.197632,0.350208
0.018432,0.037888,0.067552,0.197632,0.353312
0.018432,0.038912,0.067584,0.198656,0.354304
0.06656,0.038912,0.067584,0.197632,0.35712
0.019456,0.063488,0.067584,0.192512,0.350208
0.021504,0.038912,0.067584,0.197632,0.352256
0.019392,0.038912,0.067584,0.192512,0.34816
0.017408,0.038912,0.067424,0.191424,0.35328
0.02048,0.038784,0.067584,0.197632,0.35728
