n=100,n=1000,n=10000,n=50000,n=100000
0.018432,0.041696,0.067584,0.35008,0.355328
0.018432,0.038912,0.067584,0.197472,0.354304
0.017408,0.038912,0.067584,0.191488,0.35424
0.02048,0.04096,0.067552,0.195584,0.350208
0.018272,0.058368,0.067392,0.192512,0.349088
0.021504,0.04096,0.06656,0.197632,0.379904
0.017408,0.043712,0.067584,0.196608,0.35328
0.045056,0.064512,0.067584,0.192512,0.352256
0.018432,0.038912,0.067584,0.193504,0.351232
0.019456,0.038912,0.069472,0.249856,0.351232
0.017408,0.039936,0.067328,0.197632,0.35328
0.03072,0.038912,0.067584,0.244736,0.356352
0.017408,0.038912,0.06656,0.193536,0.385792
0.018432,0.08704,0.067296,0.191488,0.353984
0.019456,0.038912,0.067584,0.196448,0.356352
0.018432,0.038912,0.067584,0.192512,0.347136
0.019424,0.037888,0.067584,0.192512,0.352256
0.018432,0.085888,0.067584,0.19456,0.356064
0.018432,0.037888,0.067584,0.198656,0.365568
0.018432,0.038912,0.06656,0.193536,0.413472
0.018432,0.042784,0.067328,0.192512,0.350208
0.018432,0.284672,0.06656,0.193536,0.349184
0.018432,0.039936,0.06752,0.21392,0.357376
0.018432,0.038912,0.06656,0.196448,0.354304
0.018432,0.182272,0.067328,0.193536,0.357184
0.019392,0.041984,0.067584,0.198656,0.359424
0.01824,0.041984,0.067392,0.197632,0.34816
0.018432,0.041984,0.06656,0.198656,0.353056
0.017408,0.041824,0.067296,0.24672,0.3584
0.018432,0.041984,0.067328,0.190464,0.3584
0.018432,0.041984,0.067328,0.196384,0.34816
0.019456,0.042016,0.067584,0.192512,0.366592
0.019328,0.041984,0.067584,0.195584,0.356352
0.018432,0.04096,0.06656,0.197312,0.361472
0.019392,0.04096,0.067584,0.196608,0.354304
0.018432,0.041984,0.06656,0.192512,0.353088
0.018432,0.039712,0.067488,0.192192,0.351936
0.018304,0.038912,0.067584,0.195584,0.410624
0.018432,0.08704,0.067296,0.192448,0.41472
0.018432,0.039872,0.06656,0.191488,0.364544
0.018432,0.038912,0.067584,0.192512,0.3584
0.018432,0.08704,0.067584,0.197376,0.35328
0.019296,0.038912,0.067456,0.193312,0.41472
0.018432,0.038912,0.067264,0.192512,0.356352
0.018432,0.039936,0.06656,0.196608,0.356352
0.018432,0.038912,0.067584,0.19632,0.354304
0.019456,0.109568,0.067584,0.198656,0.356064
0.0184,0.040736,0.06656,0.193248,0.352256
0.018432,0.069632,0.067456,0.196608,0.360416
0.018432,0.0408,0.06736,0.192512,0.349952
0.018432,0.039616,0.06656,0.193504,0.40448
0.019456,0.039744,0.07344,0.192352,0.358272
0.019456,0.039936,0.067584,0.198624,0.352256
0.018432,0.039936,0.067584,0.195392,0.356352
0.018432,0.096032,0.069696,0.196608,0.502784
0.018432,0.0408,0.067584,0.198496,0.393216
0.018432,0.038752,0.067584,0.198656,0.355328
0.018432,0.09728,0.067584,0.198656,0.357376
0.018432,0.038912,0.067584,0.19328,0.362496
0.018432,0.039808,0.06656,0.205568,0.360224
0.02048,0.038912,0.06656,0.192512,0.361472
0.018432,0.08688,0.067584,0.192512,0.360448
0.017408,0.042816,0.06656,0.198656,0.360224
0.018432,0.038912,0.067584,0.1984,0.352032
0.018432,0.03856,0.067424,0.197504,0.362176
0.019392,0.038912,0.067488,0.193536,0.350208
0.018432,0.038848,0.067584,0.195584,0.352256
0.019296,0.038912,0.067584,0.192512,0.415744
0.018432,0.038912,0.067424,0.196608,0.351232
0.023552,0.038912,0.067584,0.197408,0.352256
0.019392,0.038912,0.06656,0.19856,0.357056
0.018432,0.070656,0.067456,0.19648,0.352256
0.019456,0.038912,0.067584,0.196608,0.3584
0.018432,0.038912,0.067584,0.196608,0.355328
0.019456,0.039936,0.067584,0.196608,0.35328
0.019328,0.049152,0.067584,0.196576,0.403456
0.01936,0.044864,0.067584,0.190464,0.356352
0.018432,0.038912,0.06656,0.196544,0.359424
0.01936,0.038912,0.067584,0.193536,0.351008
0.017408,0.038912,0.101376,0.196256,0.35328
0.019456,0.038912,0.067552,0.192384,0.35328
0.018432,0.091136,0.067584,0.196608,0.35712
0.034816,0.039648,0.06656,0.196384,0.352256
0.018432,0.088064,0.067232,0.196608,0.349184
0.018432,0.038912,0.067584,0.196608,0.354304
0.019296,0.038912,0.067552,0.19248,0.41152
0.019392,0.038912,0.06656,0.197632,0.351232
0.018432,0.039616,0.067584,0.196608,0.356192
0.018432,0.038912,0.067584,0.196544,0.354304
0.018432,0.221184,0.06656,0.197632,0.359424
0.018432,0.038912,0.067584,0.191328,0.354112
0.018432,0.039936,0.067264,0.198656,0.356352
0.018432,0.039904,0.067584,0.194496,0.359232
0.019456,0.038912,0.116736,0.198496,0.354304
0.019456,0.039616,0.067584,0.19456,0.355328
0.018432,0.038912,0.068512,0.192512,0.3584
0.018432,0.038624,0.067584,0.203648,0.352256
0.018432,0.039936,0.067584,0.196608,0.352064
0.018432,0.038912,0.067584,0.196608,0.350208
0.019456,0.039936,0.06848,0.197536,0.350208
0.018432,0.038912,0.06848,0.248832,0.352256
0.019456,0.038912,0.067584,0.196352,0.3584
0.018432,0.039936,0.06752,0.191488,0.359424
0.018432,0.03984,0.067456,0.194368,0.354208
0.018432,0.038912,0.067392,0.197632,0.354112
0.019456,0.038912,0.067584,0.196608,0.356352
0.018432,0.039936,0.070656,0.196608,0.357376
0.019456,0.03984,0.070656,0.193536,0.352256
0.019456,0.038912,0.070656,0.190464,0.350208
0.019456,0.038912,0.070624,0.192512,0.364544
0.019456,0.03888,0.088064,0.193376,0.347936
0.018432,0.039936,0.070656,0.192256,0.347136
0.018432,0.08704,0.070656,0.192512,0.35328
0.018432,0.038912,0.068544,0.19744,0.35824
0.018432,0.089088,0.068608,0.197632,0.344064
0.019456,0.038912,0.06848,0.193472,0.3584
0.018432,0.038912,0.068608,0.192512,0.35328
0.02048,0.038912,0.067584,0.196608,0.357376
0.019456,0.038912,0.067424,0.197536,0.3584
0.019456,0.038912,0.068512,0.196608,0.35824
0.018432,0.03968,0.06832,0.190464,0.350208
0.018432,0.039808,0.067584,0.193536,0.356352
0.019392,0.039936,0.067584,0.192512,0.39936
0.017408,0.038912,0.067584,0.193536,0.35728
0.018432,0.039936,0.067584,0.197632,0.356352
0.019456,0.038912,0.067584,0.192512,0.35408
0.018432,0.038912,0.067584,0.196608,0.351232
0.019456,0.038912,0.067584,0.191488,0.350208
0.018432,0.039808,0.067392,0.197632,0.352256
0.018432,0.038912,0.067584,0.193376,0.35328
0.018432,0.039616,0.067584,0.196608,0.358272
0.023552,0.095232,0.066624,0.192512,0.357376
0.02048,0.039712,0.067584,0.196608,0.357376
0.018432,0.090112,0.067584,0.191136,0.352256
0.01936,0.038912,0.067584,0.196608,0.35328
0.018432,0.090112,0.067584,0.192512,0.355328
0.018432,0.039776,0.067584,0.191456,0.35216
0.017408,0.039936,0.067584,0.197376,0.355328
0.019456,0.038816,0.067584,0.192512,0.352256
0.018432,0.038912,0.0992,0.194368,0.354144
0.018432,0.038912,0.067488,0.191232,0.357216
0.018432,0.038912,0.095136,0.192512,0.351232
0.018432,0.039936,0.070464,0.197632,0.355328
0.018432,0.039936,0.068608,0.191488,0.356352
0.018432,0.038912,0.094208,0.196608,0.356352
0.019424,0.039936,0.067584,0.19856,0.351072
0.018432,0.038912,0.06656,0.198656,0.3584
0.018432,0.038912,0.068448,0.195584,0.360448
0.018432,0.038912,0.067584,0.197632,0.354144
0.018432,0.038912,0.094208,0.196448,0.356352
0.018432,0.039872,0.067584,0.194464,0.35504
0.018432,0.039936,0.067584,0.197632,0.354016
0.019456,0.038912,0.067584,0.193536,0.3592
0.018432,0.084992,0.067456,0.197632,0.35328
0.019328,0.038912,0.067264,0.196672,0.351232
0.018432,0.038912,0.068608,0.198656,0.350944
0.018432,0.038912,0.067584,0.198656,0.355328
0.019456,0.101376,0.067584,0.198656,0.352064
0.018368,0.047104,0.069632,0.192512,0.35328
0.018432,0.038752,0.094208,0.191488,0.35328
0.019456,0.03984,0.068608,0.196608,0.351968
0.018432,0.038592,0.067424,0.192512,0.360448
0.018432,0.038912,0.067584,0.190464,0.356352
0.018432,0.087744,0.069632,0.197632,0.352192
0.018432,0.042752,0.06656,0.192512,0.352192
0.018432,0.042688,0.093184,0.192512,0.357184
0.019456,0.038912,0.094208,0.19968,0.367456
0.018432,0.09216,0.06656,0.202752,0.354176
0.018432,0.038912,0.067584,0.199488,0.35408
0.018432,0.039936,0.06656,0.201728,0.35504
0.018432,0.038912,0.067584,0.197632,0.3584
0.018432,0.093184,0.067584,0.198624,0.356352
0.019456,0.038912,0.068608,0.19968,0.35328
0.018432,0.038912,0.06656,0.195584,0.351232
0.018432,0.039936,0.067584,0.195584,0.351072
0.018432,0.039744,0.094208,0.205824,0.352256
0.018432,0.039904,0.067552,0.192512,0.351232
0.018432,0.039904,0.067584,0.195584,0.355328
0.018432,0.106304,0.069536,0.193536,0.357376
0.018432,0.039904,0.067328,0.197472,0.361472
0.018432,0.038912,0.07168,0.193536,0.351232
0.018432,0.039936,0.096128,0.198656,0.355328
0.019328,0.04608,0.070592,0.196384,0.356352
0.018432,0.038912,0.068576,0.197632,0.35312
0.018432,0.03968,0.06944,0.193344,0.357376
0.01936,0.038784,0.067424,0.192512,0.362496
0.018432,0.038912,0.06656,0.190464,0.349184
0.018432,0.043808,0.06656,0.192512,0.351232
0.018432,0.038912,0.06736,0.19632,0.354112
0.018432,0.094208,0.067264,0.210944,0.351232
0.018432,0.038912,0.072704,0.196608,0.36864
0.018432,0.038912,0.06656,0.196608,0.35536
0.018304,0.038912,0.067584,0.198656,0.357376
0.018432,0.039776,0.067552,0.193536,0.3584
0.018432,0.038592,0.067584,0.196608,0.355328
0.018432,0.038912,0.078656,0.19216,0.352256
0.019424,0.039936,0.069632,0.192512,0.361312
0.019296,0.038912,0.067584,0.1976,0.3552
0.018432,0.038912,0.067584,0.196544,0.357184
0.018432,0.038912,0.067584,0.191424,0.354304
0.018432,0.038912,0.066624,0.192448,0.345824
0.018432,0.039616,0.06736,0.196352,0.359424
0.018432,0.03888,0.06848,0.192512,0.35328
0.018432,0.088064,0.067584,0.19232,0.349952
0.018432,0.039584,0.067584,0.193216,0.356352
0.018432,0.039808,0.067584,0.193536,0.3584
0.019328,0.039648,0.068608,0.191488,0.354304
0.018432,0.084992,0.068608,0.197632,0.355328
0.018432,0.038912,0.067584,0.192512,0.356352
0.018432,0.044032,0.067584,0.192512,0.355328
0.018432,0.08592,0.067584,0.195584,0.354304
0.018432,0.038912,0.067584,0.193536,0.355136
0.018432,0.038688,0.068288,0.192512,0.350208
0.018432,0.084992,0.067584,0.192512,0.353248
0.018432,0.038912,0.068544,0.196608,0.355328
0.018432,0.086016,0.068512,0.201728,0.356352
0.019392,0.03968,0.067456,0.193536,0.356352
0.018432,0.04096,0.067584,0.196608,0.354304
0.017408,0.040928,0.067584,0.197376,0.353024
0.0184,0.038912,0.067584,0.19632,0.355328
0.019296,0.08672,0.067584,0.247808,0.35328
0.018432,0.038912,0.067584,0.197344,0.358304
0.018432,0.038592,0.06832,0.196448,0.350208
0.018432,0.038912,0.067584,0.196608,0.35328
0.018432,0.086016,0.067584,0.197632,0.36144
0.018432,0.044032,0.067584,0.192256,0.37376
0.018432,0.060416,0.068224,0.248832,0.358304
0.018432,0.041632,0.067392,0.19248,0.377792
0.018432,0.039936,0.067584,0.193536,0.354304
0.018432,0.109568,0.067584,0.200704,0.356352
0.019456,0.039936,0.068384,0.197632,0.370528
0.018432,0.038912,0.067584,0.197376,0.359424
0.018432,0.038912,0.067584,0.197632,0.352256
0.018432,0.039936,0.068544,0.198336,0.349184
0.018432,0.086016,0.067584,0.198656,0.35712
0.0184,0.039648,0.068608,0.198656,0.355328
0.019456,0.038912,0.069536,0.196608,0.352256
0.018432,0.038848,0.067584,0.193408,0.350208
0.018432,0.039936,0.068608,0.19328,0.357376
0.018432,0.038912,0.068448,0.201728,0.355328
0.019296,0.038912,0.097152,0.197632,0.352032
0.019456,0.038688,0.067584,0.19968,0.35328
0.021472,0.039616,0.068608,0.223232,0.354304
0.019456,0.039936,0.06752,0.195584,0.352256
0.02048,0.08704,0.096256,0.191488,0.358336
0.018432,0.039872,0.067488,0.196608,0.358336
0.019456,0.039936,0.067584,0.195584,0.361312
0.018432,0.086016,0.067584,0.196288,0.353248
0.018432,0.038912,0.095232,0.190464,0.359424
0.018432,0.039936,0.095232,0.192512,0.357376
0.019264,0.039936,0.093184,0.192512,0.35328
0.018432,0.039936,0.067584,0.196608,0.3584
0.018432,0.039904,0.068384,0.191488,0.361472
0.019456,0.086016,0.095232,0.195584,0.355328
0.018432,0.038912,0.067456,0.190464,0.354304
0.074752,0.039712,0.06736,0.19344,0.357376
0.019456,0.039808,0.067584,0.197504,0.358208
0.017408,0.039904,0.06656,0.19328,0.365568
0.068512,0.039936,0.067584,0.195584,0.361472
0.018432,0.039776,0.067456,0.193248,0.35616
0.018432,0.038912,0.067296,0.193216,0.36432
0.019328,0.038912,0.067584,0.19456,0.355328
0.065536,0.09728,0.094208,0.244576,0.357376
0.018432,0.038912,0.094208,0.195584,0.350208
0.017408,0.038912,0.067584,0.196608,0.35408
0.060416,0.038848,0.094208,0.192512,0.354112
0.0184,0.03984,0.094112,0.196608,0.356352
0.018432,0.038912,0.067584,0.193536,0.351232
0.018432,0.038912,0.094208,0.191296,0.349184
0.11264,0.114688,0.067584,0.192384,0.356352
0.018432,0.038912,0.069632,0.197344,0.356096
0.018432,0.100352,0.067584,0.193344,0.360288
0.017408,0.038912,0.067584,0.190464,0.36352
0.018432,0.100352,0.067584,0.193536,0.360448
0.070816,0.039744,0.067584,0.196608,0.35328
0.02048,0.08704,0.067424,0.19136,0.357376
0.05632,0.038912,0.067584,0.196608,0.3584
0.021504,0.038912,0.070464,0.196608,0.352256
0.018432,0.08704,0.067584,0.20656,0.355328
0.018432,0.038912,0.069408,0.194272,0.356352
0.083968,0.093184,0.069632,0.196608,0.364544
0.018432,0.04592,0.068384,0.192512,0.362496
0.018432,0.03888,0.067584,0.193536,0.358368
0.02048,0.084992,0.067584,0.197408,0.36864
0.019456,0.039616,0.067584,0.196352,0.355008
0.019456,0.090112,0.067584,0.191488,0.36352
0.018432,0.038912,0.067584,0.196608,0.361472
0.018432,0.038624,0.068416,0.196608,0.3552
0.019456,0.084992,0.06656,0.193536,0.355328
0.019424,0.038912,0.067296,0.192288,0.379904
0.018432,0.067584,0.067584,0.19648,0.36352
0.060224,0.043008,0.06656,0.196512,0.359424
0.02048,0.038912,0.067584,0.192512,0.358176
0.018368,0.039936,0.06752,0.19632,0.353984
0.018432,0.038912,0.067424,0.196608,0.36352
0.055296,0.100352,0.06736,0.193536,0.361472
0.044032,0.039776,0.096256,0.197472,0.365568
0.018336,0.085728,0.067584,0.196608,0.364352
0.018432,0.038912,0.067296,0.191488,0.36224
0.017408,0.086016,0.067584,0.196608,0.354304
0.02048,0.039936,0.067584,0.191488,0.35328
0.018432,0.03984,0.067584,0.196608,0.356352
0.047104,0.038912,0.095232,0.197344,0.354304
0.019456,0.041888,0.067584,0.192448,0.369664
0.018432,0.063488,0.067392,0.192512,0.358432
0.018432,0.039744,0.069632,0.192512,0.351232
0.018432,0.039936,0.067584,0.193536,0.356352
0.018432,0.084864,0.069632,0.193536,0.359424
0.018432,0.041984,0.067296,0.198656,0.357376
0.018432,0.084992,0.067424,0.196576,0.35328
0.018432,0.038912,0.067488,0.264192,0.353216
0.019456,0.08192,0.068352,0.192512,0.358336
0.017408,0.038912,0.067584,0.196608,0.356352
0.017408,0.083776,0.068288,0.192512,0.35328
0.017408,0.038912,0.067552,0.1952,0.357376
0.052224,0.084992,0.067584,0.19648,0.35824
0.017408,0.039904,0.069632,0.196608,0.362496
0.018432,0.084992,0.067584,0.195584,0.355328
0.028608,0.038912,0.067584,0.19456,0.360352
0.017408,0.039936,0.06736,0.195584,0.35328
0.019456,0.038912,0.068224,0.191488,0.3584
0.018304,0.084992,0.068416,0.19456,0.361472
0.018432,0.039936,0.06832,0.19648,0.362496
0.018432,0.086016,0.067584,0.196608,0.356352
0.052224,0.038912,0.067456,0.19344,0.3584
0.059392,0.086912,0.067584,0.195616,0.352256
0.02048,0.038912,0.067328,0.191488,0.359424
0.018432,0.086016,0.068352,0.192352,0.402176
0.018336,0.038912,0.067584,0.196576,0.354304
0.017408,0.09216,0.093952,0.191488,0.356032
0.018432,0.04096,0.067584,0.190464,0.362496
0.058368,0.091136,0.093184,0.195584,0.35328
0.027648,0.038752,0.067488,0.196448,0.359424
0.048128,0.095232,0.067584,0.192512,0.350208
0.077696,0.038912,0.067584,0.19456,0.396288
0.017408,0.038912,0.072704,0.196608,0.366272
0.01936,0.04096,0.072704,0.196608,0.35328
0.01824,0.043008,0.070624,0.1912,0.35728
0.018432,0.038816,0.0768,0.196384,0.354016
0.075776,0.038912,0.068608,0.196608,0.351072
0.017408,0.038912,0.096096,0.192512,0.356352
0.018432,0.039712,0.083968,0.196608,0.355328
0.018432,0.037888,0.073728,0.19744,0.356352
0.075776,0.101376,0.068576,0.196608,0.362304
0.019456,0.038912,0.067584,0.192512,0.36224
0.018432,0.040864,0.067456,0.19136,0.35328
0.018432,0.038912,0.068352,0.191232,0.355328
0.105312,0.086016,0.06752,0.196352,0.35328
0.019456,0.038912,0.067584,0.195456,0.354304
0.019456,0.04608,0.067488,0.195584,0.356352
0.058368,0.038912,0.067584,0.196608,0.351232
0.059392,0.039584,0.06656,0.19344,0.354304
0.018432,0.095232,0.067584,0.195584,0.353056
0.0184,0.038784,0.067584,0.198656,0.354176
0.053248,0.095072,0.067584,0.194528,0.354304
0.018432,0.03888,0.067584,0.191296,0.353024
0.018432,0.039552,0.067584,0.198336,0.359424
0.018432,0.084992,0.067328,0.224256,0.35728
0.082944,0.038752,0.067584,0.196608,0.355136
0.018432,0.039872,0.06752,0.191488,0.3584
0.018272,0.039936,0.067584,0.195584,0.358112
0.02048,0.038752,0.067392,0.192512,0.36864
0.049056,0.039712,0.067552,0.198656,0.357376
0.018432,0.039936,0.067584,0.198464,0.356096
0.018432,0.037888,0.069632,0.194336,0.355328
0.018432,0.038912,0.067584,0.193344,0.360256
0.018432,0.041728,0.067584,0.191488,0.354304
0.019456,0.038912,0.067328,0.196608,0.352
0.018432,0.039616,0.067584,0.201728,0.354208
0.018432,0.038912,0.067584,0.197632,0.356064
0.018432,0.084992,0.067296,0.195584,0.357376
0.018432,0.038912,0.067584,0.197632,0.353152
0.018432,0.094208,0.067584,0.19632,0.351232
0.017408,0.051936,0.067584,0.197536,0.367616
0.018432,0.086016,0.0672,0.192512,0.359424
0.019456,0.038912,0.067456,0.19856,0.358304
0.018432,0.038912,0.067584,0.196544,0.355072
0.018432,0.039712,0.06752,0.195584,0.356352
0.018432,0.156768,0.06656,0.198656,0.360448
0.018432,0.037888,0.070656,0.197632,0.35424
0.06656,0.037888,0.067584,0.19456,0.350208
0.018432,0.039968,0.067584,0.197632,0.350208
0.021504,0.108448,0.068384,0.197376,0.352992
0.018432,0.041984,0.09728,0.197632,0.356064
0.018432,0.038912,0.067424,0.192512,0.352256
0.055296,0.089088,0.067424,0.197632,0.349888
0.03072,0.038912,0.067424,0.194336,0.360448
0.028672,0.038912,0.06656,0.196288,0.351232
0.029696,0.094208,0.067552,0.191488,0.352256
0.028672,0.038912,0.067584,0.196608,0.355328
0.028672,0.038624,0.067456,0.243712,0.352256
0.018432,0.04096,0.06656,0.192512,0.355296
0.018432,0.038912,0.070656,0.190464,0.356352
0.018432,0.039936,0.067584,0.191488,0.361472
0.018432,0.038912,0.088064,0.196608,0.357216
0.018432,0.038912,0.06656,0.196448,0.359424
0.019328,0.090112,0.068288,0.193536,0.354304
0.019456,0.041824,0.067584,0.193536,0.359424
0.018432,0.038912,0.094016,0.191488,0.35328
0.018432,0.038912,0.067584,0.244736,0.354304
0.018208,0.038912,0.069632,0.200704,0.353984
0.017408,0.097216,0.068608,0.202496,0.34816
0.020448,0.038912,0.113376,0.197632,0.35328
0.0256,0.038912,0.0768,0.191488,0.36032
0.018432,0.084896,0.070656,0.196608,0.354304
0.048128,0.039616,0.067552,0.196448,0.357312
0.025568,0.039936,0.072576,0.198656,0.350016
0.023552,0.038912,0.074752,0.192352,0.36448
0.02048,0.085856,0.073728,0.196608,0.35632
0.019456,0.039936,0.072704,0.193536,0.35328
0.02048,0.08704,0.067584,0.195584,0.357376
0.02048,0.038912,0.072704,0.195488,0.354304
0.031744,0.082944,0.069632,0.196384,0.354144
0.019456,0.04096,0.070656,0.196512,0.352128
0.019456,0.038912,0.125856,0.196608,0.357376
0.018432,0.038912,0.069632,0.196608,0.353984
0.018432,0.039648,0.068352,0.195584,0.357376
0.018304,0.038912,0.06832,0.196608,0.360384
0.018272,0.038912,0.069632,0.191488,0.354304
0.028672,0.043008,0.078784,0.196416,0.356192
0.019392,0.038912,0.069568,0.24368,0.355328
0.018432,0.038912,0.067584,0.1976,0.355328
0.049152,0.093216,0.067584,0.196608,0.356352
0.017408,0.040928,0.067264,0.19648,0.355328
0.018432,0.087008,0.067584,0.196288,0.357344
0.027648,0.038784,0.0704,0.196544,0.354304
0.02048,0.086016,0.067584,0.196384,0.355008
0.02048,0.038656,0.100352,0.195584,0.350144
0.018432,0.084992,0.083968,0.191488,0.355328
0.02048,0.040896,0.067552,0.195584,0.35328
0.04608,0.089088,0.071552,0.197632,0.360448
0.02048,0.037888,0.069376,0.190464,0.357376
0.02048,0.091968,0.067584,0.190464,0.351232
0.02048,0.038912,0.0696,0.191168,0.355008
0.02048,0.08704,0.067584,0.191488,0.35328
0.02048,0.038816,0.069632,0.191232,0.350208
0.018432,0.086016,0.067584,0.190464,0.355328
0.018432,0.038912,0.067584,0.196608,0.359424
0.018432,0.08704,0.06656,0.196608,0.362496
0.019456,0.037888,0.067584,0.195584,0.356352
0.019456,0.041984,0.06656,0.192512,0.3584
0.019456,0.038656,0.093984,0.193536,0.357248
0.02048,0.086016,0.067584,0.190464,0.350144
0.057344,0.039936,0.067584,0.196416,0.360448
0.067584,0.08704,0.067584,0.200704,0.366592
0.019392,0.037888,0.066624,0.196352,0.35104
0.018432,0.083968,0.067456,0.200704,0.357376
0.017408,0.038912,0.067584,0.191488,0.358272
0.093184,0.083968,0.068608,0.197504,0.379904
0.018432,0.038688,0.067584,0.19456,0.357024
0.017408,0.082944,0.094944,0.192512,0.360448
0.018432,0.040928,0.067552,0.24576,0.357376
0.053248,0.038912,0.069632,0.196544,0.3584
0.019456,0.084992,0.069632,0.190464,0.356352
0.072704,0.037888,0.06752,0.196544,0.356352
0.018432,0.038912,0.072704,0.19456,0.35728
0.017408,0.084992,0.06656,0.19344,0.362336
0.03584,0.038912,0.067584,0.197536,0.347072
0.03072,0.08704,0.067424,0.195584,0.357248
0.017408,0.040896,0.067584,0.194368,0.35328
0.018432,0.038784,0.067584,0.197632,0.354176
0.019456,0.038912,0.06752,0.224128,0.351232
0.017408,0.038816,0.06656,0.192512,0.351232
0.018432,0.0512,0.067584,0.198656,0.351232
0.021504,0.038912,0.067392,0.196608,0.35504
0.07152,0.038912,0.06656,0.191328,0.350208
0.03584,0.08704,0.067584,0.193536,0.34816
0.024576,0.038912,0.0736,0.192512,0.352256
0.018432,0.037888,0.06736,0.195584,0.359328
0.082944,0.08592,0.09312,0.190464,0.361344
0.02048,0.037888,0.067264,0.196608,0.355328
0.019456,0.04096,0.068608,0.19648,0.356352
0.018432,0.04096,0.068608,0.192512,0.352256
0.093184,0.040928,0.069504,0.200512,0.354304
0.018432,0.086016,0.06752,0.191232,0.354304
0.018432,0.037888,0.069632,0.190464,0.354048
0.017408,0.041824,0.067584,0.196608,0.355328
0.06656,0.03984,0.067488,0.191488,0.360448
0.0184,0.038912,0.06656,0.197632,0.360448
0.019456,0.039648,0.067584,0.196608,0.377856
0.018432,0.038912,0.069632,0.198656,0.350208
0.018432,0.084992,0.075776,0.196608,0.388096
0.018432,0.037888,0.069632,0.195584,0.351232
0.021504,0.041984,0.069568,0.253952,0.356352
0.018432,0.04096,0.069632,0.191488,0.35328
0.017408,0.084992,0.069408,0.192512,0.358368
0.018432,0.037888,0.069632,0.196384,0.35328
0.052224,0.038912,0.072512,0.196416,0.356224
0.018432,0.038912,0.068608,0.194304,0.349184
0.019456,0.038912,0.06656,0.193536,0.352256
0.018432,0.039872,0.070656,0.196512,0.35328
0.021504,0.038912,0.068608,0.192512,0.356352
0.018432,0.038912,0.069632,0.192512,0.380928
0.018432,0.038912,0.069632,0.191488,0.3584
0.018368,0.04096,0.069632,0.195584,0.36032
0.0512,0.038848,0.068608,0.196608,0.36032
0.019392,0.038912,0.069632,0.195584,0.355328
0.018432,0.038912,0.067584,0.19728,0.350208
0.047104,0.041792,0.069632,0.191424,0.357376
0.018432,0.040832,0.067584,0.19328,0.356352
0.018432,0.039936,0.068416,0.191488,0.354304
0.018432,0.084992,0.067584,0.196608,0.350208
0.018432,0.040704,0.068544,0.196608,0.357376
0.021504,0.103424,0.067584,0.192512,0.357376
0.017408,0.038624,0.067296,0.192192,0.405504
0.018432,0.038912,0.069568,0.192256,0.408288
0.018432,0.086016,0.067424,0.196608,0.3584
0.018432,0.03872,0.067584,0.197344,0.38784
0.03584,0.038912,0.068288,0.195584,0.35328
0.017408,0.038912,0.068608,0.195584,0.41984
0.018432,0.086016,0.067584,0.191488,0.371712
0.019424,0.038912,0.068448,0.197344,0.3584
0.04608,0.085824,0.067584,0.196608,0.36352
0.018432,0.038912,0.067584,0.190464,0.359296
0.018432,0.086016,0.093184,0.197376,0.36352
0.052224,0.04096,0.067424,0.196608,0.361472
0.018432,0.038912,0.067584,0.24576,0.36352
0.019456,0.038912,0.067584,0.195584,0.357344
0.017408,0.038912,0.094208,0.191232,0.355296
0.031744,0.038848,0.067552,0.193312,0.356352
0.018432,0.039808,0.067584,0.192512,0.359424
0.018432,0.038912,0.067584,0.196608,0.366592
0.018368,0.038912,0.068512,0.193312,0.356352
0.018432,0.038688,0.068416,0.196608,0.355328
0.018432,0.038912,0.06656,0.196608,0.354304
0.018368,0.038912,0.06752,0.196608,0.355008
0.018432,0.038912,0.067584,0.201472,0.362496
0.018432,0.038912,0.067584,0.196608,0.385024
0.018432,0.039712,0.0704,0.197632,0.355328
0.017408,0.038912,0.094208,0.19136,0.36352
0.018432,0.038912,0.067584,0.193248,0.357376
0.02144,0.039616,0.067552,0.191488,0.359424
0.018432,0.038912,0.067552,0.19632,0.376832
0.018432,0.038912,0.067584,0.196608,0.360448
0.018432,0.038912,0.067584,0.190464,0.35904
0.018432,0.038848,0.067584,0.197632,0.36352
0.018432,0.038688,0.067424,0.191488,0.36352
0.018432,0.041696,0.067456,0.19456,0.355232
0.017408,0.039936,0.068352,0.192512,0.367616
0.018432,0.042944,0.06656,0.196608,0.360448
0.019456,0.039936,0.067584,0.19456,0.358112
0.018432,0.038912,0.067584,0.193408,0.356352
0.0184,0.041984,0.067584,0.196608,0.362496
0.018432,0.039936,0.067552,0.197312,0.362496
0.018432,0.038912,0.067584,0.192416,0.356352
0.018432,0.08704,0.067264,0.191488,0.359424
0.018432,0.040832,0.067584,0.192512,0.357376
0.018304,0.038912,0.067584,0.192512,0.356352
0.018432,0.038816,0.067584,0.19248,0.354304
0.018432,0.04096,0.06656,0.192512,0.359424
0.018432,0.094048,0.067584,0.196608,0.364544
0.018432,0.038816,0.067584,0.18944,0.36224
0.018432,0.038656,0.067584,0.192512,0.356352
0.0184,0.038848,0.067584,0.196608,0.356224
0.018432,0.040896,0.070656,0.192512,0.363328
0.018432,0.038912,0.067584,0.192512,0.36224
0.018432,0.04096,0.06656,0.196608,0.357376
0.018432,0.040768,0.067584,0.192512,0.362368
0.018432,0.038912,0.067584,0.192512,0.35328
